.HEADER
..NAMES
Time,V U1.E3
2.0708e-09,0.5596
2.0940e-09,0.7529
2.1173e-09,0.9133
2.1406e-09,1.0350
2.1638e-09,1.1163
2.1871e-09,1.1333
2.2104e-09,1.1140
2.2336e-09,1.0768
2.2569e-09,1.0290
2.2802e-09,0.9665
2.3034e-09,0.9008
2.3267e-09,0.8468
2.3500e-09,0.8008
2.3732e-09,0.7544
2.3965e-09,0.7146
2.4198e-09,0.6886
2.4430e-09,0.6681
2.4663e-09,0.6432
2.4896e-09,0.6201
2.5128e-09,0.6057
2.5361e-09,0.5945
2.5594e-09,0.5832
2.5826e-09,0.5797
2.6059e-09,0.5923
2.6292e-09,0.6176
2.6524e-09,0.6545
2.6757e-09,0.7089
2.6990e-09,0.7804
2.7222e-09,0.8573
2.7455e-09,0.9318
2.7688e-09,1.0055
2.7920e-09,1.0758
2.8153e-09,1.1344
2.8386e-09,1.1794
2.8618e-09,1.2169
2.8851e-09,1.2479
2.9084e-09,1.2680
2.9316e-09,1.2777
2.9549e-09,1.2832
2.9782e-09,1.2858
3.0014e-09,1.2835
3.0247e-09,1.2788
3.0480e-09,1.2770
3.0712e-09,1.2773
3.0945e-09,1.2753
3.1178e-09,1.2719
3.1410e-09,1.2696
3.1643e-09,1.2656
3.1876e-09,1.2554
3.2108e-09,1.2400
3.2341e-09,1.2230
3.2574e-09,1.2039
3.2806e-09,1.1822
3.3039e-09,1.1617
3.3272e-09,1.1466
3.3504e-09,1.1361
3.3737e-09,1.1288
3.3970e-09,1.1260
3.4202e-09,1.1283
3.4435e-09,1.1329
3.4668e-09,1.1375
3.4901e-09,1.1441
3.5133e-09,1.1536
3.5366e-09,1.1630
3.5599e-09,1.1705
3.5831e-09,1.1769
3.6064e-09,1.1827
3.6297e-09,1.1858
3.6529e-09,1.1862
3.6762e-09,1.1863
3.6995e-09,1.1876
3.7227e-09,1.1891
3.7460e-09,1.1914
3.7693e-09,1.1962
3.7925e-09,1.2033
3.8158e-09,1.2102
3.8391e-09,1.2161
3.8623e-09,1.2217
3.8856e-09,1.2260
3.9089e-09,1.2272
3.9321e-09,1.2256
3.9554e-09,1.2230
3.9787e-09,1.2199
4.0019e-09,1.2158
4.0252e-09,1.2113
4.0485e-09,1.2077
4.0717e-09,1.2043
4.0950e-09,1.2004
4.1183e-09,1.1969
4.1415e-09,1.1950
4.1648e-09,1.1945
4.1881e-09,1.1946
4.2113e-09,1.1956
4.2346e-09,1.1978
4.2579e-09,1.1998
4.2811e-09,1.2003
4.3044e-09,1.1997
4.3277e-09,1.1985
4.3509e-09,1.1966
4.3742e-09,1.1939
4.3975e-09,1.1916
4.4207e-09,1.1905
4.4440e-09,1.1901
4.4673e-09,1.1904
4.4905e-09,1.1918
4.5138e-09,1.1941
4.5371e-09,1.1963
4.5603e-09,1.1980
4.5836e-09,1.1996
4.6069e-09,1.2012
4.6301e-09,1.2024
4.6534e-09,1.2032
4.6767e-09,1.2040
4.6999e-09,1.2046
4.7232e-09,1.2044
4.7465e-09,1.2034
4.7697e-09,1.2020
4.7930e-09,1.2006
4.8163e-09,1.1992
4.8395e-09,1.1983
4.8628e-09,1.1985
4.8861e-09,1.1995
4.9093e-09,1.2007
4.9326e-09,1.2017
4.9559e-09,1.2028
4.9791e-09,1.2033
5.0024e-09,1.2032
5.0257e-09,1.2024
5.0489e-09,1.2016
5.0722e-09,1.2008
5.0955e-09,1.1998
5.1187e-09,1.1990
5.1420e-09,1.1986
5.1653e-09,1.1984
5.1885e-09,1.1981
5.2118e-09,1.1978
5.2351e-09,1.1978
5.2583e-09,1.1979
5.2816e-09,1.1981
5.3049e-09,1.1986
5.3281e-09,1.1995
5.3514e-09,1.2005
5.3747e-09,1.2011
5.3979e-09,1.2014
5.4212e-09,1.2014
5.4445e-09,1.2008
5.4677e-09,1.1999
5.4910e-09,1.1991
5.5143e-09,1.1987
5.5375e-09,1.1986
5.5608e-09,1.1987
5.5841e-09,1.1992
5.6073e-09,1.1998
5.6306e-09,1.2002
5.6539e-09,1.2004
5.6771e-09,1.2006
5.7004e-09,1.2007
5.7237e-09,1.2007
5.7469e-09,1.2007
5.7702e-09,1.1951
5.7935e-09,1.1549
5.8168e-09,1.0650
5.8400e-09,0.8950
5.8633e-09,0.7517
5.8866e-09,0.6587
5.9098e-09,0.5935
5.9331e-09,0.5597
5.9564e-09,0.5487
5.9796e-09,0.5436
6.0029e-09,0.5392
6.0262e-09,0.5387
6.0494e-09,0.5372
6.0727e-09,0.5293
6.0960e-09,0.5194
6.1192e-09,0.5129
6.1425e-09,0.5077
6.1658e-09,0.5009
6.1890e-09,0.4970
6.2123e-09,0.5020
6.2356e-09,0.5110
6.2588e-09,0.5196
6.2821e-09,0.5290
6.3054e-09,0.5384
6.3286e-09,0.5400
6.3519e-09,0.5270
6.3752e-09,0.4994
6.3984e-09,0.4580
6.4217e-09,0.4013
6.4450e-09,0.3329
6.4682e-09,0.2621
6.4915e-09,0.1958
6.5148e-09,0.1359
6.5380e-09,0.0845
6.5613e-09,0.0451
6.5846e-09,0.0173
6.6078e-09,-0.0037
6.6311e-09,-0.0197
6.6544e-09,-0.0299
6.6776e-09,-0.0352
6.7009e-09,-0.0392
6.7242e-09,-0.0430
6.7474e-09,-0.0460
6.7707e-09,-0.0496
6.7940e-09,-0.0562
6.8172e-09,-0.0650
6.8405e-09,-0.0728
6.8638e-09,-0.0788
6.8870e-09,-0.0828
6.9103e-09,-0.0821
6.9336e-09,-0.0741
6.9568e-09,-0.0592
6.9801e-09,-0.0404
7.0034e-09,-0.0191
7.0266e-09,0.0031
7.0499e-09,0.0224
7.0732e-09,0.0360
7.0964e-09,0.0439
7.1197e-09,0.0475
7.1430e-09,0.0473
7.1662e-09,0.0438
7.1895e-09,0.0394
7.2128e-09,0.0353
7.2360e-09,0.0308
7.2593e-09,0.0255
7.2826e-09,0.0207
7.3058e-09,0.0176
7.3291e-09,0.0159
7.3524e-09,0.0156
7.3756e-09,0.0174
7.3989e-09,0.0208
7.4222e-09,0.0238
7.4454e-09,0.0252
7.4687e-09,0.0244
7.4920e-09,0.0211
7.5152e-09,0.0147
7.5385e-09,0.0058
7.5618e-09,-0.0033
7.5850e-09,-0.0112
7.6083e-09,-0.0175
7.6316e-09,-0.0213
7.6548e-09,-0.0218
7.6781e-09,-0.0197
7.7014e-09,-0.0166
7.7246e-09,-0.0132
7.7479e-09,-0.0098
7.7712e-09,-0.0067
7.7944e-09,-0.0043
7.8177e-09,-0.0022
7.8410e-09,0.0000
7.8642e-09,0.0018
7.8875e-09,0.0024
7.9108e-09,0.0018
7.9340e-09,0.0003
7.9573e-09,-0.0019
7.9806e-09,-0.0045
8.0038e-09,-0.0064
8.0271e-09,-0.0065
8.0504e-09,-0.0049
8.0736e-09,-0.0021
8.0969e-09,0.0016
8.1202e-09,0.0056
8.1435e-09,0.0088
8.1667e-09,0.0106
8.1900e-09,0.0109
8.2133e-09,0.0100
8.2365e-09,0.0081
8.2598e-09,0.0057
8.2831e-09,0.0035
8.3063e-09,0.0020
8.3296e-09,0.0009
8.3529e-09,-0.0000
8.3761e-09,-0.0008
8.3994e-09,-0.0013
8.4227e-09,-0.0019
8.4459e-09,-0.0022
8.4692e-09,-0.0018
8.4925e-09,-0.0006
8.5157e-09,0.0010
8.5390e-09,0.0026
8.5623e-09,0.0038
8.5855e-09,0.0041
8.6088e-09,0.0033
8.6321e-09,0.0016
8.6553e-09,-0.0004
8.6786e-09,-0.0022
8.7019e-09,-0.0001
8.7251e-09,0.0262
8.7484e-09,0.1102
8.7717e-09,0.2610
8.7949e-09,0.3958
8.8182e-09,0.4932
8.8415e-09,0.5645
8.8647e-09,0.6043
8.8880e-09,0.6182
8.9113e-09,0.6248
8.9345e-09,0.6288
8.9578e-09,0.6290
8.9811e-09,0.6298
9.0043e-09,0.6371
9.0276e-09,0.6458
9.0509e-09,0.6511
9.0741e-09,0.6554
9.0974e-09,0.6617
9.1207e-09,0.6652
9.1439e-09,0.6610
9.1672e-09,0.6536
9.1905e-09,0.6466
9.2137e-09,0.6385
9.2370e-09,0.6299
9.2603e-09,0.6274
9.2835e-09,0.6377
9.3068e-09,0.6610
9.3301e-09,0.6981
9.3533e-09,0.7517
9.3766e-09,0.8188
9.3999e-09,0.8899
9.4231e-09,0.9579
9.4464e-09,1.0210
9.4697e-09,1.0757
9.4929e-09,1.1177
9.5162e-09,1.1429
9.5395e-09,1.1292
9.5627e-09,1.0670
9.5860e-09,0.9132
9.6093e-09,0.7755
9.6325e-09,0.6782
9.6558e-09,0.6164
9.6791e-09,0.5838
9.7023e-09,0.5754
9.7256e-09,0.5763
9.7489e-09,0.5792
9.7721e-09,0.5846
9.7954e-09,0.5887
9.8187e-09,0.5858
9.8419e-09,0.5762
9.8652e-09,0.5630
9.8885e-09,0.5453
9.9117e-09,0.5221
9.9350e-09,0.4978
9.9583e-09,0.4923
9.9815e-09,0.5531
1.00048e-08,0.7446
1.00281e-08,0.9204
1.00513e-08,1.0448
1.00746e-08,1.1343
1.00979e-08,1.1613
1.01211e-08,1.1473
1.01444e-08,1.1094
1.01677e-08,1.0572
1.01909e-08,0.9884
1.02142e-08,0.9149
1.02375e-08,0.8527
1.02607e-08,0.8010
1.02840e-08,0.7517
1.03073e-08,0.7098
1.03305e-08,0.6819
1.03538e-08,0.6511
1.03771e-08,0.5968
1.04003e-08,0.4748
1.04236e-08,0.3101
1.04469e-08,0.1597
1.04702e-08,0.0396
1.04934e-08,-0.0327
1.05167e-08,-0.0590
1.05400e-08,-0.0416
1.05632e-08,-0.0056
1.05865e-08,0.0467
1.06098e-08,0.1173
1.06330e-08,0.1896
1.06563e-08,0.2531
1.06796e-08,0.3149
1.07028e-08,0.3786
1.07261e-08,0.4336
1.07494e-08,0.4755
1.07726e-08,0.5140
1.07959e-08,0.5535
1.08192e-08,0.5845
1.08424e-08,0.6045
1.08657e-08,0.6204
1.08890e-08,0.6327
1.09122e-08,0.6320
1.09355e-08,0.6154
1.09588e-08,0.5873
1.09820e-08,0.5464
1.10053e-08,0.4870
1.10286e-08,0.4137
1.10518e-08,0.3386
1.10751e-08,0.2662
1.10984e-08,0.1947
1.11216e-08,0.1284
1.11449e-08,0.0739
1.11682e-08,0.0293
1.11914e-08,-0.0109
1.12147e-08,-0.0301
1.12380e-08,-0.0102
1.12612e-08,0.0882
1.12845e-08,0.2066
1.13078e-08,0.2938
1.13310e-08,0.3709
1.13543e-08,0.4276
1.13776e-08,0.4499
1.14008e-08,0.4608
1.14241e-08,0.4717
1.14474e-08,0.4802
1.14706e-08,0.4853
1.14939e-08,0.4986
1.15172e-08,0.5231
1.15404e-08,0.5502
1.15637e-08,0.5778
1.15870e-08,0.6107
1.16102e-08,0.6297
1.16335e-08,0.6182
1.16568e-08,0.5042
1.16800e-08,0.3517
1.17033e-08,0.2328
1.17266e-08,0.1269
1.17498e-08,0.0600
1.17731e-08,0.0418
1.17964e-08,0.0515
1.18196e-08,0.0776
1.18429e-08,0.1163
1.18662e-08,0.1698
1.18894e-08,0.2252
1.19127e-08,0.2728
1.19360e-08,0.3181
1.19592e-08,0.3634
1.19825e-08,0.4006
1.20058e-08,0.4254
1.20290e-08,0.4480
1.20523e-08,0.4729
1.20756e-08,0.4931
1.20988e-08,0.5058
1.21221e-08,0.5167
1.21454e-08,0.5257
1.21686e-08,0.5235
1.21919e-08,0.5068
1.22152e-08,0.4799
1.22384e-08,0.4434
1.22617e-08,0.3930
1.22850e-08,0.3323
1.23082e-08,0.2709
1.23315e-08,0.2122
1.23548e-08,0.1541
1.23780e-08,0.0997
1.24013e-08,0.0548
1.24246e-08,0.0181
1.24478e-08,-0.0126
1.24711e-08,-0.0193
1.24944e-08,0.0225
1.25176e-08,0.1507
1.25409e-08,0.2645
1.25642e-08,0.3536
1.25874e-08,0.4254
1.26107e-08,0.4701
1.26340e-08,0.4888
1.26572e-08,0.4962
1.26805e-08,0.5031
1.27038e-08,0.5069
1.27270e-08,0.5099
1.27503e-08,0.5227
1.27736e-08,0.5447
1.27968e-08,0.5686
1.28201e-08,0.5932
1.28434e-08,0.6222
1.28667e-08,0.6261
1.28899e-08,0.5928
1.29132e-08,0.4470
1.29365e-08,0.2994
1.29597e-08,0.1881
1.29830e-08,0.0959
1.30063e-08,0.0377
1.30295e-08,0.0330
1.30528e-08,0.0503
1.30761e-08,0.0800
1.30993e-08,0.1255
1.31226e-08,0.1823
1.31459e-08,0.2373
1.31691e-08,0.2854
1.31924e-08,0.3326
1.32157e-08,0.3776
1.32389e-08,0.4125
1.32622e-08,0.4369
1.32855e-08,0.4680
1.33087e-08,0.5445
1.33320e-08,0.7457
1.33553e-08,0.9366
1.33785e-08,1.0807
1.34018e-08,1.1785
1.34251e-08,1.2101
1.34483e-08,1.1989
1.34716e-08,1.1646
1.34949e-08,1.1203
1.35181e-08,1.0585
1.35414e-08,0.9871
1.35647e-08,0.9248
1.35879e-08,0.8724
1.36112e-08,0.8179
1.36345e-08,0.7648
1.36577e-08,0.7241
1.36810e-08,0.6904
1.37043e-08,0.6506
1.37275e-08,0.6082
1.37508e-08,0.5745
1.37741e-08,0.5474
1.37973e-08,0.5213
1.38206e-08,0.5038
1.38439e-08,0.5067
1.38671e-08,0.5286
1.38904e-08,0.5656
1.39137e-08,0.6231
1.39369e-08,0.7031
1.39602e-08,0.7924
1.39835e-08,0.8779
1.40067e-08,0.9596
1.40300e-08,1.0379
1.40533e-08,1.1042
1.40765e-08,1.1548
1.40998e-08,1.1925
1.41231e-08,1.1881
1.41463e-08,1.1304
1.41696e-08,0.9793
1.41929e-08,0.8423
1.42161e-08,0.7598
1.42394e-08,0.7004
1.42627e-08,0.6656
1.42859e-08,0.6553
1.43092e-08,0.6535
1.43325e-08,0.6488
1.43557e-08,0.6428
1.43790e-08,0.6355
1.44023e-08,0.6210
1.44255e-08,0.5969
1.44488e-08,0.5689
1.44721e-08,0.5407
1.44953e-08,0.5104
1.45186e-08,0.4802
1.45419e-08,0.4598
1.45651e-08,0.4509
1.45884e-08,0.4487
1.46117e-08,0.4505
1.46349e-08,0.4565
1.46582e-08,0.4612
1.46815e-08,0.4545
1.47047e-08,0.4326
1.47280e-08,0.3982
1.47513e-08,0.3522
1.47745e-08,0.2953
1.47978e-08,0.2331
1.48211e-08,0.1736
1.48443e-08,0.1202
1.48676e-08,0.0728
1.48909e-08,0.0338
1.49141e-08,0.0060
1.49374e-08,-0.0127
1.49607e-08,-0.0133
1.49839e-08,0.0225
1.50072e-08,0.1424
1.50305e-08,0.2919
1.50537e-08,0.4041
1.50770e-08,0.4946
1.51003e-08,0.5562
1.51236e-08,0.5782
1.51468e-08,0.5794
1.51701e-08,0.5736
1.51934e-08,0.5635
1.52166e-08,0.5523
1.52399e-08,0.5500
1.52632e-08,0.5608
1.52864e-08,0.5790
1.53097e-08,0.6014
1.53330e-08,0.6287
1.53562e-08,0.6576
1.53795e-08,0.6793
1.54028e-08,0.6899
1.54260e-08,0.6935
1.54493e-08,0.6919
1.54726e-08,0.6854
1.54958e-08,0.6768
1.55191e-08,0.6753
1.55424e-08,0.6853
1.55656e-08,0.7071
1.55889e-08,0.7427
1.56122e-08,0.7941
1.56354e-08,0.8568
1.56587e-08,0.9226
1.56820e-08,0.9873
1.57052e-08,1.0487
1.57285e-08,1.1023
1.57518e-08,1.1436
1.57750e-08,1.1734
1.57983e-08,1.1943
1.58216e-08,1.2060
1.58448e-08,1.2086
1.58681e-08,1.2058
1.58914e-08,1.2021
1.59146e-08,1.1988
1.59379e-08,1.1970
1.59612e-08,1.1993
1.59844e-08,1.2071
1.60077e-08,1.2177
1.60310e-08,1.2284
1.60542e-08,1.2382
1.60775e-08,1.2457
1.61008e-08,1.2479
1.61240e-08,1.2429
1.61473e-08,1.2323
1.61706e-08,1.2178
1.61938e-08,1.2000
1.62171e-08,1.1809
1.62404e-08,1.1641
1.62636e-08,1.1517
1.62869e-08,1.1436
1.63102e-08,1.1398
1.63334e-08,1.1411
1.63567e-08,1.1466
1.63800e-08,1.1544
1.64032e-08,1.1634
1.64265e-08,1.1736
1.64498e-08,1.1837
1.64730e-08,1.1914
1.64963e-08,1.1960
1.65196e-08,1.1979
1.65428e-08,1.1969
1.65661e-08,1.1931
1.65894e-08,1.1882
1.66126e-08,1.1570
1.66359e-08,1.1021
1.66592e-08,0.9506
1.66824e-08,0.7986
1.67057e-08,0.6809
1.67290e-08,0.6125
1.67522e-08,0.5734
1.67755e-08,0.5633
1.67988e-08,0.5649
1.68220e-08,0.5645
1.68453e-08,0.5631
1.68686e-08,0.5609
1.68918e-08,0.5529
1.69151e-08,0.5385
1.69384e-08,0.5247
1.69616e-08,0.5140
1.69849e-08,0.5039
1.70082e-08,0.4940
1.70314e-08,0.4969
1.70547e-08,0.5460
1.70780e-08,0.7304
1.71012e-08,0.9289
1.71245e-08,1.0776
1.71478e-08,1.1832
1.71710e-08,1.2227
1.71943e-08,1.2120
1.72176e-08,1.1718
1.72408e-08,1.1166
1.72641e-08,1.0433
1.72874e-08,0.9591
1.73106e-08,0.8839
1.73339e-08,0.8242
1.73572e-08,0.7704
1.73804e-08,0.7237
1.74037e-08,0.6934
1.74270e-08,0.6743
1.74502e-08,0.6279
1.74735e-08,0.5440
1.74968e-08,0.3723
1.75201e-08,0.2118
1.75433e-08,0.0875
1.75666e-08,-0.0177
1.75899e-08,-0.0649
1.76131e-08,-0.0612
1.76364e-08,-0.0366
1.76597e-08,0.0087
1.76829e-08,0.0769
1.77062e-08,0.1539
1.77295e-08,0.2231
1.77527e-08,0.2876
1.77760e-08,0.3556
1.77993e-08,0.4182
1.78225e-08,0.4665
1.78458e-08,0.5075
1.78691e-08,0.5587
1.78923e-08,0.6623
1.79156e-08,0.8832
1.79389e-08,1.0701
1.79621e-08,1.2105
1.79854e-08,1.2951
1.80087e-08,1.3096
1.80319e-08,1.2869
1.80552e-08,1.2449
1.80785e-08,1.1900
1.81017e-08,1.1155
1.81250e-08,1.0356
1.81483e-08,0.9677
1.81715e-08,0.9057
1.81948e-08,0.8398
1.82181e-08,0.7794
1.82413e-08,0.7332
1.82646e-08,0.6907
1.82879e-08,0.6417
1.83111e-08,0.5948
1.83344e-08,0.5581
1.83577e-08,0.5252
1.83809e-08,0.4936
1.84042e-08,0.4743
1.84275e-08,0.4771
1.84507e-08,0.4980
1.84740e-08,0.5372
1.84973e-08,0.6026
1.85205e-08,0.6920
1.85438e-08,0.7876
1.85671e-08,0.8783
1.85903e-08,0.9654
1.86136e-08,1.0459
1.86369e-08,1.1110
1.86601e-08,1.1608
1.86834e-08,1.2040
1.87067e-08,1.2414
1.87299e-08,1.2673
1.87532e-08,1.2826
1.87765e-08,1.2942
1.87997e-08,1.3023
1.88230e-08,1.3037
1.88463e-08,1.3026
1.88695e-08,1.3049
1.88928e-08,1.3086
1.89161e-08,1.3079
1.89393e-08,1.3041
1.89626e-08,1.3001
1.89859e-08,1.2926
1.90091e-08,1.2766
1.90324e-08,1.2543
1.90557e-08,1.2299
1.90789e-08,1.2031
1.91022e-08,1.1630
1.91255e-08,1.0930
1.91487e-08,0.9709
1.91720e-08,0.7924
1.91953e-08,0.6467
1.92185e-08,0.5521
1.92418e-08,0.4946
1.92651e-08,0.4732
1.92883e-08,0.4700
1.93116e-08,0.4729
1.93349e-08,0.4798
1.93581e-08,0.4899
1.93814e-08,0.4957
1.94047e-08,0.4944
1.94279e-08,0.4910
1.94512e-08,0.4879
1.94745e-08,0.4828
1.94977e-08,0.4769
1.95210e-08,0.4771
1.95443e-08,0.5084
1.95675e-08,0.6344
1.95908e-08,0.8563
1.96141e-08,1.0333
1.96373e-08,1.1637
1.96606e-08,1.2340
1.96839e-08,1.2478
1.97071e-08,1.2208
1.97304e-08,1.1717
1.97537e-08,1.1033
1.97769e-08,1.0188
1.98002e-08,0.9359
1.98235e-08,0.8676
1.98468e-08,0.8091
1.98700e-08,0.7559
1.98933e-08,0.7152
1.99166e-08,0.6888
1.99398e-08,0.6651
1.99631e-08,0.6378
1.99864e-08,0.6139
2.00096e-08,0.5967
2.00329e-08,0.5802
2.00562e-08,0.5650
2.00794e-08,0.5594
2.01027e-08,0.5686
2.01260e-08,0.5899
2.01492e-08,0.6257
2.01725e-08,0.6820
2.01958e-08,0.7554
2.02190e-08,0.8341
2.02423e-08,0.9130
2.02656e-08,0.9930
2.02888e-08,1.0693
2.03121e-08,1.1341
2.03354e-08,1.1872
2.03586e-08,1.2091
2.03819e-08,1.1889
2.04052e-08,1.0801
2.04284e-08,0.9357
2.04517e-08,0.8108
2.04750e-08,0.7345
2.04982e-08,0.6799
2.05215e-08,0.6522
2.05448e-08,0.6428
2.05680e-08,0.6360
2.05913e-08,0.6286
2.06146e-08,0.6228
2.06378e-08,0.6152
2.06611e-08,0.5997
2.06844e-08,0.5791
2.07076e-08,0.5577
2.07309e-08,0.5350
2.07542e-08,0.5080
2.07774e-08,0.4876
2.08007e-08,0.5104
2.08240e-08,0.6487
2.08472e-08,0.8398
2.08705e-08,0.9797
2.08938e-08,1.0812
2.09170e-08,1.1302
2.09403e-08,1.1277
2.09636e-08,1.0967
2.09868e-08,1.0554
2.10101e-08,1.0015
2.10334e-08,0.9352
2.10566e-08,0.8730
2.10799e-08,0.8241
2.11032e-08,0.7787
2.11264e-08,0.7342
2.11497e-08,0.7011
2.11730e-08,0.6808
2.11962e-08,0.6601
2.12195e-08,0.6348
2.12428e-08,0.6147
2.12660e-08,0.6018
2.12893e-08,0.5892
2.13126e-08,0.5786
2.13358e-08,0.5814
2.13591e-08,0.6010
2.13824e-08,0.6325
2.14056e-08,0.6778
2.14289e-08,0.7420
2.14522e-08,0.8188
2.14754e-08,0.8954
2.14987e-08,0.9688
2.15220e-08,1.0412
2.15452e-08,1.1068
2.15685e-08,1.1583
2.15918e-08,1.1976
2.16150e-08,1.1976
2.16383e-08,1.1601
2.16616e-08,1.0176
2.16848e-08,0.8743
2.17081e-08,0.7698
2.17314e-08,0.7032
2.17546e-08,0.6593
2.17779e-08,0.6394
2.18012e-08,0.6332
2.18244e-08,0.6271
2.18477e-08,0.6208
2.18710e-08,0.6156
2.18942e-08,0.6064
2.19175e-08,0.5889
2.19408e-08,0.5665
2.19640e-08,0.5434
2.19873e-08,0.5188
2.20106e-08,0.4924
2.20338e-08,0.4726
2.20571e-08,0.4626
2.20804e-08,0.4592
2.21037e-08,0.4592
2.21269e-08,0.4628
2.21502e-08,0.4666
2.21735e-08,0.4616
2.21967e-08,0.4426
2.22200e-08,0.4105
2.22433e-08,0.3671
2.22665e-08,0.3128
2.22898e-08,0.2519
2.23131e-08,0.1920
2.23363e-08,0.1378
2.23596e-08,0.0896
2.23829e-08,0.0486
2.24061e-08,0.0177
2.24294e-08,-0.0042
2.24527e-08,-0.0203
2.24759e-08,-0.0309
2.24992e-08,-0.0346
2.25225e-08,-0.0331
2.25457e-08,-0.0305
2.25690e-08,-0.0284
2.25923e-08,-0.0272
2.26155e-08,-0.0287
2.26388e-08,-0.0349
2.26621e-08,-0.0442
2.26853e-08,-0.0534
2.27086e-08,-0.0608
2.27319e-08,-0.0651
2.27551e-08,-0.0635
2.27784e-08,-0.0545
2.28017e-08,-0.0399
2.28249e-08,-0.0228
2.28482e-08,-0.0049
2.28715e-08,0.0125
2.28947e-08,0.0266
2.29180e-08,0.0358
2.29413e-08,0.0410
2.29645e-08,0.0436
2.29878e-08,0.0435
2.30111e-08,0.0408
2.30343e-08,0.0366
2.30576e-08,0.0315
2.30809e-08,0.0250
2.31041e-08,0.0177
2.31274e-08,0.0117
2.31507e-08,0.0082
2.31739e-08,0.0071
2.31972e-08,0.0083
2.32205e-08,0.0119
2.32437e-08,0.0169
2.32670e-08,0.0209
2.32903e-08,0.0223
2.33135e-08,0.0209
2.33368e-08,0.0169
2.33601e-08,0.0102
2.33833e-08,0.0021
2.34066e-08,-0.0054
2.34299e-08,-0.0112
2.34531e-08,-0.0152
2.34764e-08,-0.0172
2.34997e-08,-0.0170
2.35229e-08,-0.0154
2.35462e-08,-0.0135
2.35695e-08,-0.0114
2.35927e-08,-0.0086
2.36160e-08,-0.0054
2.36393e-08,-0.0021
2.36625e-08,0.0011
2.36858e-08,0.0040
2.37091e-08,0.0207
2.37323e-08,0.0663
2.37556e-08,0.2056
2.37789e-08,0.3505
2.38021e-08,0.4571
2.38254e-08,0.5343
2.38487e-08,0.5862
2.38719e-08,0.6075
2.38952e-08,0.6171
2.39185e-08,0.6256
2.39417e-08,0.6303
2.39650e-08,0.6327
2.39883e-08,0.6401
2.40115e-08,0.6510
2.40348e-08,0.6579
2.40581e-08,0.6619
2.40813e-08,0.6675
2.41046e-08,0.6561
2.41279e-08,0.6190
2.41511e-08,0.4858
2.41744e-08,0.3186
2.41977e-08,0.1854
2.42209e-08,0.0721
2.42442e-08,-0.0029
2.42675e-08,-0.0212
2.42907e-08,-0.0100
2.43140e-08,0.0231
2.43373e-08,0.0750
2.43605e-08,0.1431
2.43838e-08,0.2118
2.44071e-08,0.2707
2.44303e-08,0.3246
2.44536e-08,0.3738
2.44769e-08,0.4110
2.45002e-08,0.4352
2.45234e-08,0.4579
2.45467e-08,0.4834
2.45700e-08,0.5053
2.45932e-08,0.5226
2.46165e-08,0.5397
2.46398e-08,0.5546
2.46630e-08,0.5571
2.46863e-08,0.5446
2.47096e-08,0.5206
2.47328e-08,0.4841
2.47561e-08,0.4315
2.47794e-08,0.3681
2.48026e-08,0.3035
2.48259e-08,0.2401
2.48492e-08,0.1764
