.HEADER
..NAMES
Time,V U1.L5
.DATA
2.05913e-08,0.6737
2.06146e-08,0.6729
2.06378e-08,0.6738
2.06611e-08,0.6784
2.06844e-08,0.6892
2.07076e-08,0.7096
2.07309e-08,0.7460
2.07542e-08,0.8009
2.07774e-08,0.8705
2.08007e-08,0.9469
2.08240e-08,1.0206
2.08472e-08,1.0835
2.08705e-08,1.1313
2.08938e-08,1.1640
2.09170e-08,1.1847
2.09403e-08,1.1976
2.09636e-08,1.2067
2.09868e-08,1.2148
2.10101e-08,1.2223
2.10334e-08,1.2290
2.10566e-08,1.2350
2.10799e-08,1.2406
2.11032e-08,1.2457
2.11264e-08,1.2491
2.11497e-08,1.2492
2.11730e-08,1.2458
2.11962e-08,1.2389
2.12195e-08,1.2284
2.12428e-08,1.2136
2.12660e-08,1.1945
2.12893e-08,1.1727
2.13126e-08,1.1512
2.13358e-08,1.1340
2.13591e-08,1.1245
2.13824e-08,1.1242
2.14056e-08,1.1319
2.14289e-08,1.1448
2.14522e-08,1.1586
2.14754e-08,1.1697
2.14987e-08,1.1763
2.15220e-08,1.1789
2.15452e-08,1.1795
2.15685e-08,1.1797
2.15918e-08,1.1804
2.16150e-08,1.1818
2.16383e-08,1.1841
2.16616e-08,1.1877
2.16848e-08,1.1926
2.17081e-08,1.1985
2.17314e-08,1.2051
2.17546e-08,1.2121
2.17779e-08,1.2190
2.18012e-08,1.2221
2.18244e-08,1.1908
2.18477e-08,1.1212
2.18710e-08,0.9560
2.18942e-08,0.8109
2.19175e-08,0.7101
2.19408e-08,0.6400
2.19640e-08,0.5923
2.19873e-08,0.5624
2.20106e-08,0.5429
2.20338e-08,0.5317
2.20571e-08,0.5241
2.20804e-08,0.5185
2.21037e-08,0.5126
2.21269e-08,0.5072
2.21502e-08,0.5019
2.21735e-08,0.4977
2.21967e-08,0.4955
2.22200e-08,0.4962
2.22433e-08,0.4986
2.22665e-08,0.4997
2.22898e-08,0.4963
2.23131e-08,0.4875
2.23363e-08,0.4714
2.23596e-08,0.4440
2.23829e-08,0.4003
2.24061e-08,0.3402
2.24294e-08,0.2697
2.24527e-08,0.1972
2.24759e-08,0.1314
2.24992e-08,0.0782
2.25225e-08,0.0387
2.25457e-08,0.0109
2.25690e-08,-0.0087
2.25923e-08,-0.0235
2.26155e-08,-0.0357
2.26388e-08,-0.0460
2.26621e-08,-0.0457
2.26853e-08,-0.0179
2.27086e-08,0.0834
2.27319e-08,0.2188
2.27551e-08,0.3239
2.27784e-08,0.3952
2.28017e-08,0.4493
2.28249e-08,0.4902
2.28482e-08,0.5237
2.28715e-08,0.5551
2.28947e-08,0.5892
2.29180e-08,0.6253
2.29413e-08,0.6617
2.29645e-08,0.6941
2.29878e-08,0.7185
2.30111e-08,0.7328
2.30343e-08,0.7359
2.30576e-08,0.7291
2.30809e-08,0.7163
2.31041e-08,0.7031
2.31274e-08,0.6950
2.31507e-08,0.6952
2.31739e-08,0.7044
2.31972e-08,0.7226
2.32205e-08,0.7533
2.32437e-08,0.7999
2.32670e-08,0.8608
2.32903e-08,0.9296
2.33135e-08,0.9972
2.33368e-08,1.0549
2.33601e-08,1.0980
2.33833e-08,1.1262
2.34066e-08,1.1430
2.34299e-08,1.1534
2.34531e-08,1.1620
2.34764e-08,1.1721
2.34997e-08,1.1846
2.35229e-08,1.1989
2.35462e-08,1.2141
2.35695e-08,1.2296
2.35927e-08,1.2442
2.36160e-08,1.2552
2.36393e-08,1.2598
2.36625e-08,1.2568
2.36858e-08,1.2475
2.37091e-08,1.2341
2.37323e-08,1.2182
2.37556e-08,1.2006
2.37789e-08,1.1818
2.38021e-08,1.1636
2.38254e-08,1.1485
2.38487e-08,1.1395
2.38719e-08,1.1384
2.38952e-08,1.1450
2.39185e-08,1.1565
2.39417e-08,1.1691
2.39650e-08,1.1788
2.39883e-08,1.1833
2.40115e-08,1.1827
2.40348e-08,1.1791
2.40581e-08,1.1753
2.40813e-08,1.1727
2.41046e-08,1.1719
2.41279e-08,1.1734
2.41511e-08,1.1775
2.41744e-08,1.1842
2.41977e-08,1.1931
2.42209e-08,1.2027
2.42442e-08,1.2116
2.42675e-08,1.2187
2.42907e-08,1.2236
2.43140e-08,1.2262
2.43373e-08,1.2265
2.43605e-08,1.2245
2.43838e-08,1.2202
2.44071e-08,1.2138
2.44303e-08,1.2063
2.44536e-08,1.1992
2.44769e-08,1.1945
2.45002e-08,1.1936
2.45234e-08,1.1962
2.45467e-08,1.2009
2.45700e-08,1.2054
2.45932e-08,1.2079
2.46165e-08,1.2077
2.46398e-08,1.2053
2.46630e-08,1.2017
