.HEADER
..NAMES
Time,V U1.H5
.DATA
0.0e+00,1.2000
2.33e-11,1.2000
4.65e-11,1.2000
6.98e-11,1.2000
9.31e-11,1.2000
1.163e-10,1.2000
1.396e-10,1.2000
1.629e-10,1.2000
1.861e-10,1.2000
2.094e-10,1.2000
2.327e-10,1.2000
2.559e-10,1.2000
2.792e-10,1.2000
3.025e-10,1.2000
3.257e-10,1.2000
3.490e-10,1.1990
3.723e-10,1.1659
3.955e-10,1.1044
4.188e-10,0.9417
4.421e-10,0.7965
4.653e-10,0.7020
4.886e-10,0.6456
5.119e-10,0.6158
5.351e-10,0.5973
5.584e-10,0.5824
5.817e-10,0.5673
6.049e-10,0.5500
6.282e-10,0.5336
6.515e-10,0.5197
6.747e-10,0.5092
6.980e-10,0.5029
7.213e-10,0.5004
7.445e-10,0.5018
7.678e-10,0.5082
7.911e-10,0.5273
8.143e-10,0.5976
8.376e-10,0.7997
8.609e-10,0.9858
8.841e-10,1.1192
9.074e-10,1.1918
9.307e-10,1.2177
9.539e-10,1.2282
9.772e-10,1.2267
1.0005e-09,1.2241
1.0237e-09,1.2241
1.0470e-09,1.2243
1.0703e-09,1.2254
1.0935e-09,1.2273
1.1168e-09,1.2287
1.1401e-09,1.2298
1.1633e-09,1.2290
1.1866e-09,1.2165
1.2099e-09,1.1656
1.2332e-09,1.0642
1.2564e-09,0.8761
1.2797e-09,0.7223
1.3030e-09,0.6208
1.3262e-09,0.5647
1.3495e-09,0.5384
1.3728e-09,0.5271
1.3960e-09,0.5233
1.4193e-09,0.5200
1.4426e-09,0.5150
1.4658e-09,0.5099
1.4891e-09,0.5053
1.5124e-09,0.5017
1.5356e-09,0.4996
1.5589e-09,0.4979
1.5822e-09,0.4981
1.6054e-09,0.5032
1.6287e-09,0.5265
1.6520e-09,0.6171
1.6752e-09,0.8351
1.6985e-09,1.0128
1.7218e-09,1.1347
1.7450e-09,1.1995
1.7683e-09,1.2238
1.7916e-09,1.2329
1.8148e-09,1.2313
1.8381e-09,1.2296
1.8614e-09,1.2292
1.8846e-09,1.2279
1.9079e-09,1.2269
1.9312e-09,1.2262
1.9544e-09,1.2254
1.9777e-09,1.2253
2.0010e-09,1.2236
2.0242e-09,1.2066
2.0475e-09,1.1503
2.0708e-09,1.0293
2.0940e-09,0.8417
2.1173e-09,0.6956
2.1406e-09,0.6072
2.1638e-09,0.5581
2.1871e-09,0.5354
2.2104e-09,0.5266
2.2336e-09,0.5231
2.2569e-09,0.5189
2.2802e-09,0.5133
2.3034e-09,0.5082
2.3267e-09,0.5036
2.3500e-09,0.5005
2.3732e-09,0.4992
2.3965e-09,0.4981
2.4198e-09,0.4992
2.4430e-09,0.5054
2.4663e-09,0.5362
2.4896e-09,0.6537
2.5128e-09,0.8768
2.5361e-09,1.0399
2.5594e-09,1.1513
2.5826e-09,1.2093
2.6059e-09,1.2262
2.6292e-09,1.2327
2.6524e-09,1.2307
2.6757e-09,1.2295
2.6990e-09,1.2289
2.7222e-09,1.2278
2.7455e-09,1.2271
2.7688e-09,1.2264
2.7920e-09,1.2256
2.8153e-09,1.2255
2.8386e-09,1.2228
2.8618e-09,1.1971
2.8851e-09,1.1360
2.9084e-09,0.9917
2.9316e-09,0.8080
2.9549e-09,0.6749
2.9782e-09,0.5932
3.0014e-09,0.5521
3.0247e-09,0.5328
3.0480e-09,0.5257
3.0712e-09,0.5225
3.0945e-09,0.5181
3.1178e-09,0.5125
3.1410e-09,0.5074
3.1643e-09,0.5030
3.1876e-09,0.5003
3.2108e-09,0.4990
3.2341e-09,0.4981
3.2574e-09,0.5002
3.2806e-09,0.5074
3.3039e-09,0.5196
3.3272e-09,0.5366
3.3504e-09,0.5535
3.3737e-09,0.5682
3.3970e-09,0.5791
3.4202e-09,0.5850
3.4435e-09,0.5875
3.4668e-09,0.5853
3.4901e-09,0.5784
3.5133e-09,0.5677
3.5366e-09,0.5545
3.5599e-09,0.5411
3.5831e-09,0.5300
3.6064e-09,0.5222
3.6297e-09,0.5183
3.6529e-09,0.5183
3.6762e-09,0.5196
3.6995e-09,0.5239
3.7227e-09,0.5596
3.7460e-09,0.6980
3.7693e-09,0.8843
3.7925e-09,1.0223
3.8158e-09,1.0983
3.8391e-09,1.1328
3.8623e-09,1.1433
3.8856e-09,1.1465
3.9089e-09,1.1504
3.9321e-09,1.1608
3.9554e-09,1.1747
3.9787e-09,1.1890
4.0019e-09,1.2021
4.0252e-09,1.2114
4.0485e-09,1.2165
4.0717e-09,1.2172
4.0950e-09,1.2117
4.1183e-09,1.1711
4.1415e-09,1.0999
4.1648e-09,0.9256
4.1881e-09,0.7600
4.2113e-09,0.6450
4.2346e-09,0.5783
4.2579e-09,0.5451
4.2811e-09,0.5323
4.3044e-09,0.5287
4.3277e-09,0.5270
4.3509e-09,0.5227
4.3742e-09,0.5171
4.3975e-09,0.5113
4.4207e-09,0.5059
4.4440e-09,0.5020
4.4673e-09,0.4992
4.4905e-09,0.4981
4.5138e-09,0.5014
4.5371e-09,0.5105
4.5603e-09,0.5247
4.5836e-09,0.5418
4.6069e-09,0.5577
4.6301e-09,0.5716
4.6534e-09,0.5814
4.6767e-09,0.5870
4.6999e-09,0.5885
4.7232e-09,0.5845
4.7465e-09,0.5758
4.7697e-09,0.5635
4.7930e-09,0.5496
4.8163e-09,0.5365
4.8395e-09,0.5263
4.8628e-09,0.5199
4.8861e-09,0.5178
4.9093e-09,0.5188
4.9326e-09,0.5203
4.9559e-09,0.5210
4.9791e-09,0.5194
5.0024e-09,0.5161
5.0257e-09,0.5126
5.0489e-09,0.5092
5.0722e-09,0.5063
5.0955e-09,0.5037
5.1187e-09,0.5011
5.1420e-09,0.4992
5.1653e-09,0.4983
5.1885e-09,0.4986
5.2118e-09,0.5001
5.2351e-09,0.5024
5.2583e-09,0.5051
5.2816e-09,0.5078
5.3049e-09,0.5098
5.3281e-09,0.5107
5.3514e-09,0.5108
5.3747e-09,0.5200
5.3979e-09,0.5837
5.4212e-09,0.7732
5.4445e-09,0.9382
5.4677e-09,1.0552
5.4910e-09,1.1182
5.5143e-09,1.1401
5.5375e-09,1.1517
5.5608e-09,1.1565
5.5841e-09,1.1646
5.6073e-09,1.1771
5.6306e-09,1.1899
5.6539e-09,1.2013
5.6771e-09,1.2099
5.7004e-09,1.2144
5.7237e-09,1.2153
5.7469e-09,1.2127
5.7702e-09,1.2042
5.7935e-09,1.1907
5.8168e-09,1.1733
5.8400e-09,1.1558
5.8633e-09,1.1426
5.8866e-09,1.1351
5.9098e-09,1.1346
5.9331e-09,1.1387
5.9564e-09,1.1462
5.9796e-09,1.1561
6.0029e-09,1.1666
