.HEADER
..NAMES
Time,V U1.M4
.DATA
2.16383e-08,0.1661
2.16616e-08,0.1069
2.16848e-08,0.0621
2.17081e-08,0.0304
2.17314e-08,0.0084
2.17546e-08,-0.0082
2.17779e-08,-0.0226
2.18012e-08,-0.0356
2.18244e-08,-0.0416
2.18477e-08,-0.0230
2.18710e-08,0.0594
2.18942e-08,0.2018
2.19175e-08,0.3132
2.19408e-08,0.3851
2.19640e-08,0.4469
2.19873e-08,0.4865
2.20106e-08,0.5167
2.20338e-08,0.5438
2.20571e-08,0.5721
2.20804e-08,0.6034
2.21037e-08,0.6371
2.21269e-08,0.6710
2.21502e-08,0.7010
2.21735e-08,0.7236
2.21967e-08,0.7356
2.22200e-08,0.7362
2.22433e-08,0.7271
2.22665e-08,0.7133
2.22898e-08,0.7012
2.23131e-08,0.6966
2.23363e-08,0.7015
2.23596e-08,0.7149
2.23829e-08,0.7381
2.24061e-08,0.7752
2.24294e-08,0.8275
2.24527e-08,0.8920
2.24759e-08,0.9614
2.24992e-08,1.0265
2.25225e-08,1.0797
2.25457e-08,1.1177
2.25690e-08,1.1416
2.25923e-08,1.1552
2.26155e-08,1.1634
2.26388e-08,1.1637
2.26621e-08,1.1318
2.26853e-08,1.0486
2.27086e-08,0.8911
2.27319e-08,0.7700
2.27551e-08,0.7038
2.27784e-08,0.6641
2.28017e-08,0.6422
2.28249e-08,0.6268
2.28482e-08,0.6084
2.28715e-08,0.5868
2.28947e-08,0.5619
2.29180e-08,0.5362
2.29413e-08,0.5105
2.29645e-08,0.4864
2.29878e-08,0.4642
2.30111e-08,0.4470
2.30343e-08,0.4376
2.30576e-08,0.4389
2.30809e-08,0.4494
2.31041e-08,0.4635
2.31274e-08,0.4750
2.31507e-08,0.4782
2.31739e-08,0.4695
2.31972e-08,0.4441
2.32205e-08,0.3987
2.32437e-08,0.3349
2.32670e-08,0.2595
2.32903e-08,0.1818
2.33135e-08,0.1119
2.33368e-08,0.0575
2.33601e-08,0.0220
2.33833e-08,0.0030
2.34066e-08,-0.0047
2.34299e-08,-0.0075
2.34531e-08,-0.0105
2.34764e-08,-0.0158
2.34997e-08,-0.0098
2.35229e-08,0.0282
2.35462e-08,0.1481
2.35695e-08,0.2765
2.35927e-08,0.3687
2.36160e-08,0.4264
