.HEADER
..NAMES
Time,V U1.N3
.DATA
1.87532e-08,0.5511
1.87765e-08,0.5257
1.87997e-08,0.5000
1.88230e-08,0.4781
1.88463e-08,0.4612
1.88695e-08,0.4508
1.88928e-08,0.4460
1.89161e-08,0.4467
1.89393e-08,0.4513
1.89626e-08,0.4574
1.89859e-08,0.4624
1.90091e-08,0.4606
1.90324e-08,0.4447
1.90557e-08,0.4073
1.90789e-08,0.3492
1.91022e-08,0.2759
1.91255e-08,0.1959
1.91487e-08,0.1194
1.91720e-08,0.0541
1.91953e-08,0.0049
1.92185e-08,-0.0267
1.92418e-08,-0.0413
1.92651e-08,-0.0422
1.92883e-08,-0.0350
1.93116e-08,-0.0264
1.93349e-08,-0.0212
1.93581e-08,-0.0218
1.93814e-08,-0.0282
1.94047e-08,-0.0382
1.94279e-08,-0.0487
1.94512e-08,-0.0575
1.94745e-08,-0.0635
1.94977e-08,-0.0669
1.95210e-08,-0.0672
1.95443e-08,-0.0626
1.95675e-08,-0.0513
1.95908e-08,-0.0329
1.96141e-08,-0.0087
1.96373e-08,0.0178
1.96606e-08,0.0426
1.96839e-08,0.0622
1.97071e-08,0.0739
1.97304e-08,0.0765
1.97537e-08,0.0697
1.97769e-08,0.0550
1.98002e-08,0.0361
1.98235e-08,0.0176
1.98468e-08,0.0037
1.98700e-08,-0.0029
1.98933e-08,-0.0017
1.99166e-08,0.0051
1.99398e-08,0.0142
1.99631e-08,0.0221
1.99864e-08,0.0268
2.00096e-08,0.0277
2.00329e-08,0.0252
2.00562e-08,0.0198
2.00794e-08,0.0121
2.01027e-08,0.0027
2.01260e-08,-0.0072
2.01492e-08,-0.0152
2.01725e-08,-0.0046
2.01958e-08,0.0517
2.02190e-08,0.1900
2.02423e-08,0.3273
2.02656e-08,0.4420
2.02888e-08,0.5275
2.03121e-08,0.5841
2.03354e-08,0.6227
2.03586e-08,0.6463
2.03819e-08,0.6596
2.04052e-08,0.6655
2.04284e-08,0.6650
2.04517e-08,0.6608
2.04750e-08,0.6537
2.04982e-08,0.6456
2.05215e-08,0.6392
2.05448e-08,0.6360
2.05680e-08,0.6373
2.05913e-08,0.6432
2.06146e-08,0.6535
2.06378e-08,0.6673
2.06611e-08,0.6833
2.06844e-08,0.7014
2.07076e-08,0.7237
2.07309e-08,0.7562
2.07542e-08,0.8020
2.07774e-08,0.8598
2.08007e-08,0.9257
2.08240e-08,0.9935
2.08472e-08,1.0565
2.08705e-08,1.1105
2.08938e-08,1.1531
2.09170e-08,1.1839
2.09403e-08,1.2039
2.09636e-08,1.2161
2.09868e-08,1.2239
2.10101e-08,1.2301
2.10334e-08,1.2359
2.10566e-08,1.2417
2.10799e-08,1.2466
2.11032e-08,1.2488
2.11264e-08,1.2470
2.11497e-08,1.2415
2.11730e-08,1.2343
2.11962e-08,1.2275
2.12195e-08,1.2216
2.12428e-08,1.2153
2.12660e-08,1.2071
2.12893e-08,1.1958
2.13126e-08,1.1817
2.13358e-08,1.1666
2.13591e-08,1.1527
2.13824e-08,1.1418
2.14056e-08,1.1357
2.14289e-08,1.1356
2.14522e-08,1.1416
2.14754e-08,1.1523
2.14987e-08,1.1650
2.15220e-08,1.1770
2.15452e-08,1.1858
2.15685e-08,1.1903
2.15918e-08,1.1908
2.16150e-08,1.1893
2.16383e-08,1.1882
2.16616e-08,1.1892
2.16848e-08,1.1925
2.17081e-08,1.1972
2.17314e-08,1.2020
2.17546e-08,1.2063
2.17779e-08,1.2099
2.18012e-08,1.2130
2.18244e-08,1.2156
2.18477e-08,1.2178
2.18710e-08,1.2196
2.18942e-08,1.2210
2.19175e-08,1.2217
2.19408e-08,1.2209
2.19640e-08,1.2181
2.19873e-08,1.2129
2.20106e-08,1.2061
2.20338e-08,1.1990
2.20571e-08,1.1932
2.20804e-08,1.1902
2.21037e-08,1.1906
2.21269e-08,1.1938
2.21502e-08,1.1982
2.21735e-08,1.2020
2.21967e-08,1.2041
2.22200e-08,1.2040
2.22433e-08,1.2022
2.22665e-08,1.1995
2.22898e-08,1.1966
2.23131e-08,1.1942
2.23363e-08,1.1931
2.23596e-08,1.1934
2.23829e-08,1.1948
2.24061e-08,1.1967
2.24294e-08,1.1985
2.24527e-08,1.1997
2.24759e-08,1.2007
2.24992e-08,1.2017
2.25225e-08,1.2032
2.25457e-08,1.2052
2.25690e-08,1.2074
2.25923e-08,1.2089
2.26155e-08,1.2092
2.26388e-08,1.2078
2.26621e-08,1.2052
2.26853e-08,1.2022
2.27086e-08,1.1997
2.27319e-08,1.1982
2.27551e-08,1.1982
