.HEADER
..NAMES
Time,V U1.E1&E2
1.61473e-08,-0.7111
1.61706e-08,-0.7459
1.61938e-08,-0.7236
1.62171e-08,-0.6790
1.62404e-08,-0.6505
1.62636e-08,-0.6459
1.62869e-08,-0.6560
1.63102e-08,-0.6619
1.63334e-08,-0.6563
1.63567e-08,-0.6537
1.63800e-08,-0.6646
1.64032e-08,-0.6458
1.64265e-08,-0.5481
1.64498e-08,-0.2419
1.64730e-08,0.1177
1.64963e-08,0.3567
1.65196e-08,0.5232
1.65428e-08,0.6395
1.65661e-08,0.7168
1.65894e-08,0.7451
1.66126e-08,0.7176
1.66359e-08,0.6740
1.66592e-08,0.6485
1.66824e-08,0.6458
1.67057e-08,0.6561
1.67290e-08,0.6607
1.67522e-08,0.6546
1.67755e-08,0.6539
1.67988e-08,0.6665
1.68220e-08,0.6410
1.68453e-08,0.5335
1.68686e-08,0.2021
1.68918e-08,-0.1475
1.69151e-08,-0.3729
1.69384e-08,-0.5356
1.69616e-08,-0.6482
1.69849e-08,-0.7211
1.70082e-08,-0.7453
1.70314e-08,-0.7148
1.70547e-08,-0.6718
1.70780e-08,-0.6480
1.71012e-08,-0.6473
1.71245e-08,-0.6579
1.71478e-08,-0.6614
1.71710e-08,-0.6548
1.71943e-08,-0.6550
1.72176e-08,-0.6663
1.72408e-08,-0.6345
1.72641e-08,-0.5174
1.72874e-08,-0.1644
1.73106e-08,0.1737
1.73339e-08,0.3916
1.73572e-08,0.5502
1.73804e-08,0.6572
1.74037e-08,0.7260
1.74270e-08,0.7435
1.74502e-08,0.7086
1.74735e-08,0.6674
1.74968e-08,0.6464
1.75201e-08,0.6473
1.75433e-08,0.6578
1.75666e-08,0.6600
1.75899e-08,0.6533
1.76131e-08,0.6557
1.76364e-08,0.6660
1.76597e-08,0.6289
1.76829e-08,0.4892
1.77062e-08,0.1270
1.77295e-08,-0.1969
1.77527e-08,-0.4136
1.77760e-08,-0.5611
1.77993e-08,-0.6645
1.78225e-08,-0.7308
1.78458e-08,-0.7429
1.78691e-08,-0.7058
1.78923e-08,-0.6653
1.79156e-08,-0.6463
1.79389e-08,-0.6492
1.79621e-08,-0.6596
1.79854e-08,-0.6606
1.80087e-08,-0.6537
1.80319e-08,-0.6569
1.80552e-08,-0.6644
1.80785e-08,-0.6218
1.81017e-08,-0.4625
1.81250e-08,-0.0888
1.81483e-08,0.2215
1.81715e-08,0.4298
1.81948e-08,0.5721
1.82181e-08,0.6729
1.82413e-08,0.7347
1.82646e-08,0.7395
1.82879e-08,0.6995
1.83111e-08,0.6613
1.83344e-08,0.6451
1.83577e-08,0.6494
1.83809e-08,0.6593
1.84042e-08,0.6590
1.84275e-08,0.6524
1.84507e-08,0.6581
1.84740e-08,0.6645
1.84973e-08,0.6145
1.85205e-08,0.4329
1.85438e-08,0.0534
1.85671e-08,-0.2465
1.85903e-08,-0.4441
1.86136e-08,-0.5827
1.86369e-08,-0.6810
1.86601e-08,-0.7379
1.86834e-08,-0.7379
1.87067e-08,-0.6966
1.87299e-08,-0.6596
1.87532e-08,-0.6455
1.87765e-08,-0.6514
1.87997e-08,-0.6609
1.88230e-08,-0.6594
1.88463e-08,-0.6531
1.88695e-08,-0.6592
1.88928e-08,-0.6615
1.89161e-08,-0.6048
1.89393e-08,-0.4026
1.89626e-08,-0.0201
1.89859e-08,0.2680
1.90091e-08,0.4599
1.90324e-08,0.5987
1.90557e-08,0.6892
1.90789e-08,0.7398
1.91022e-08,0.7334
1.91255e-08,0.6905
1.91487e-08,0.6562
1.91720e-08,0.6446
1.91953e-08,0.6516
1.92185e-08,0.6603
1.92418e-08,0.6575
1.92651e-08,0.6522
1.92883e-08,0.6607
1.93116e-08,0.6593
1.93349e-08,0.5946
1.93581e-08,0.3659
1.93814e-08,-0.0193
1.94047e-08,-0.2886
1.94279e-08,-0.4755
1.94512e-08,-0.6082
1.94745e-08,-0.6952
1.94977e-08,-0.7422
1.95210e-08,-0.7315
1.95443e-08,-0.6878
1.95675e-08,-0.6549
1.95908e-08,-0.6454
1.96141e-08,-0.6537
1.96373e-08,-0.6617
1.96606e-08,-0.6579
1.96839e-08,-0.6531
1.97071e-08,-0.6618
1.97304e-08,-0.6549
1.97537e-08,-0.5841
1.97769e-08,-0.3289
1.98002e-08,0.0525
1.98235e-08,0.3098
1.98468e-08,0.4943
1.98700e-08,0.6179
1.98933e-08,0.7027
1.99166e-08,0.7434
1.99398e-08,0.7262
1.99631e-08,0.6821
1.99864e-08,0.6520
2.00096e-08,0.6448
2.00329e-08,0.6539
2.00562e-08,0.6607
2.00794e-08,0.6560
2.01027e-08,0.6527
2.01260e-08,0.6635
2.01492e-08,0.6513
2.01725e-08,0.5690
2.01958e-08,0.2855
2.02190e-08,-0.0816
2.02423e-08,-0.3346
2.02656e-08,-0.5066
2.02888e-08,-0.6267
2.03121e-08,-0.7092
2.03354e-08,-0.7452
2.03586e-08,-0.7238
2.03819e-08,-0.6797
2.04052e-08,-0.6511
2.04284e-08,-0.6460
2.04517e-08,-0.6559
2.04750e-08,-0.6618
2.04982e-08,-0.6564
2.05215e-08,-0.6538
2.05448e-08,-0.6645
2.05680e-08,-0.6460
2.05913e-08,-0.5495
2.06146e-08,-0.2465
2.06378e-08,0.1101
2.06611e-08,0.3537
2.06844e-08,0.5201
2.07076e-08,0.6374
2.07309e-08,0.7150
2.07542e-08,0.7444
2.07774e-08,0.7178
2.08007e-08,0.6746
2.08240e-08,0.6488
2.08472e-08,0.6457
2.08705e-08,0.6558
2.08938e-08,0.6606
2.09170e-08,0.6546
2.09403e-08,0.6539
2.09636e-08,0.6662
2.09868e-08,0.6412
2.10101e-08,0.5355
2.10334e-08,0.2065
2.10566e-08,-0.1403
2.10799e-08,-0.3704
2.11032e-08,-0.5330
2.11264e-08,-0.6463
2.11497e-08,-0.7196
2.11730e-08,-0.7448
2.11962e-08,-0.7152
2.12195e-08,-0.6726
2.12428e-08,-0.6484
2.12660e-08,-0.6472
2.12893e-08,-0.6577
2.13126e-08,-0.6615
2.13358e-08,-0.6550
2.13591e-08,-0.6551
2.13824e-08,-0.6661
2.14056e-08,-0.6348
2.14289e-08,-0.5214
2.14522e-08,-0.1687
2.14754e-08,0.1672
2.14987e-08,0.3894
2.15220e-08,0.5494
2.15452e-08,0.6554
2.15685e-08,0.7246
2.15918e-08,0.7430
2.16150e-08,0.7091
2.16383e-08,0.6680
2.16616e-08,0.6464
2.16848e-08,0.6471
2.17081e-08,0.6575
2.17314e-08,0.6599
2.17546e-08,0.6533
2.17779e-08,0.6556
2.18012e-08,0.6657
2.18244e-08,0.6291
2.18477e-08,0.4932
2.18710e-08,0.1312
2.18942e-08,-0.1909
2.19175e-08,-0.4108
2.19408e-08,-0.5607
2.19640e-08,-0.6630
2.19873e-08,-0.7297
2.20106e-08,-0.7427
2.20338e-08,-0.7065
2.20571e-08,-0.6661
2.20804e-08,-0.6465
2.21037e-08,-0.6489
2.21269e-08,-0.6594
2.21502e-08,-0.6607
2.21735e-08,-0.6539
2.21967e-08,-0.6569
2.22200e-08,-0.6642
2.22433e-08,-0.6224
2.22665e-08,-0.4645
2.22898e-08,-0.0936
2.23131e-08,0.2157
2.23363e-08,0.4274
2.23596e-08,0.5719
2.23829e-08,0.6715
2.24061e-08,0.7338
2.24294e-08,0.7394
2.24527e-08,0.7002
2.24759e-08,0.6618
2.24992e-08,0.6450
2.25225e-08,0.6490
2.25457e-08,0.6590
2.25690e-08,0.6589
2.25923e-08,0.6525
2.26155e-08,0.6579
2.26388e-08,0.6645
2.26621e-08,0.6155
2.26853e-08,0.4369
2.27086e-08,0.0580
2.27319e-08,-0.2436
2.27551e-08,-0.4425
2.27784e-08,-0.5828
2.28017e-08,-0.6798
2.28249e-08,-0.7374
2.28482e-08,-0.7380
2.28715e-08,-0.6975
2.28947e-08,-0.6602
2.29180e-08,-0.6454
2.29413e-08,-0.6510
2.29645e-08,-0.6607
2.29878e-08,-0.6595
2.30111e-08,-0.6533
2.30343e-08,-0.6592
2.30576e-08,-0.6617
2.30809e-08,-0.6059
2.31041e-08,-0.4060
2.31274e-08,-0.0250
2.31507e-08,0.2652
2.31739e-08,0.4584
2.31972e-08,0.5985
2.32205e-08,0.6881
2.32437e-08,0.7392
2.32670e-08,0.7337
2.32903e-08,0.6914
2.33135e-08,0.6565
2.33368e-08,0.6442
2.33601e-08,0.6511
2.33833e-08,0.6600
2.34066e-08,0.6576
2.34299e-08,0.6523
2.34531e-08,0.6604
2.34764e-08,0.6594
2.34997e-08,0.5959
2.35229e-08,0.3698
2.35462e-08,-0.0115
2.35695e-08,-0.2863
2.35927e-08,-0.4743
2.36160e-08,-0.6082
2.36393e-08,-0.6942
2.36625e-08,-0.7419
2.36858e-08,-0.7320
2.37091e-08,-0.6889
2.37323e-08,-0.6553
2.37556e-08,-0.6451
2.37789e-08,-0.6533
2.38021e-08,-0.6616
2.38254e-08,-0.6581
2.38487e-08,-0.6533
2.38719e-08,-0.6616
2.38952e-08,-0.6552
2.39185e-08,-0.5846
2.39417e-08,-0.3334
2.39650e-08,0.0437
2.39883e-08,0.3075
2.40115e-08,0.4938
2.40348e-08,0.6180
2.40581e-08,0.7017
