.HEADER
..NAMES
Time,V U1.H1
.DATA
1.72176e-08,0.6650
1.72408e-08,0.6697
1.72641e-08,0.6701
1.72874e-08,0.6677
1.73106e-08,0.6632
1.73339e-08,0.6575
1.73572e-08,0.6522
1.73804e-08,0.6505
1.74037e-08,0.6575
1.74270e-08,0.6772
1.74502e-08,0.7109
1.74735e-08,0.7576
1.74968e-08,0.8141
1.75201e-08,0.8757
1.75433e-08,0.9388
1.75666e-08,1.0010
1.75899e-08,1.0605
1.76131e-08,1.1143
1.76364e-08,1.1590
1.76597e-08,1.1925
1.76829e-08,1.2162
1.77062e-08,1.2324
1.77295e-08,1.2416
1.77527e-08,1.2432
1.77760e-08,1.2388
1.77993e-08,1.2327
1.78225e-08,1.2298
1.78458e-08,1.2313
1.78691e-08,1.2360
1.78923e-08,1.2420
1.79156e-08,1.2493
1.79389e-08,1.2575
1.79621e-08,1.2638
1.79854e-08,1.2650
1.80087e-08,1.2598
1.80319e-08,1.2503
1.80552e-08,1.2387
1.80785e-08,1.2255
1.81017e-08,1.2098
1.81250e-08,1.1920
1.81483e-08,1.1745
1.81715e-08,1.1598
1.81948e-08,1.1491
1.82181e-08,1.1421
1.82413e-08,1.1390
1.82646e-08,1.1406
1.82879e-08,1.1474
1.83111e-08,1.1582
1.83344e-08,1.1704
1.83577e-08,1.1817
1.83809e-08,1.1903
1.84042e-08,1.1956
1.84275e-08,1.1976
1.84507e-08,1.1968
1.84740e-08,1.1871
1.84973e-08,1.1426
1.85205e-08,1.0453
1.85438e-08,0.8690
1.85671e-08,0.7271
1.85903e-08,0.6300
1.86136e-08,0.5566
1.86369e-08,0.5113
1.86601e-08,0.4947
1.86834e-08,0.4984
1.87067e-08,0.5101
1.87299e-08,0.5192
1.87532e-08,0.5260
1.87765e-08,0.5339
1.87997e-08,0.5401
1.88230e-08,0.5403
1.88463e-08,0.5326
1.88695e-08,0.5203
1.88928e-08,0.5097
1.89161e-08,0.5036
1.89393e-08,0.5003
1.89626e-08,0.4996
1.89859e-08,0.5017
1.90091e-08,0.5045
1.90324e-08,0.5041
1.90557e-08,0.4956
1.90789e-08,0.4751
1.91022e-08,0.4415
1.91255e-08,0.3963
1.91487e-08,0.3426
1.91720e-08,0.2847
1.91953e-08,0.2252
1.92185e-08,0.1655
1.92418e-08,0.1073
1.92651e-08,0.0538
1.92883e-08,0.0089
1.93116e-08,-0.0253
1.93349e-08,-0.0372
1.93581e-08,-0.0144
1.93814e-08,0.0971
1.94047e-08,0.2342
1.94279e-08,0.3579
1.94512e-08,0.4530
1.94745e-08,0.5305
1.94977e-08,0.5734
1.95210e-08,0.5897
1.95443e-08,0.5891
1.95675e-08,0.5829
1.95908e-08,0.5747
1.96141e-08,0.5656
1.96373e-08,0.5589
1.96606e-08,0.5588
1.96839e-08,0.5675
1.97071e-08,0.5825
1.97304e-08,0.6007
1.97537e-08,0.6208
1.97769e-08,0.6429
1.98002e-08,0.6651
1.98235e-08,0.6841
1.98468e-08,0.6992
1.98700e-08,0.7113
1.98933e-08,0.7237
1.99166e-08,0.7392
1.99398e-08,0.7595
1.99631e-08,0.7864
1.99864e-08,0.8214
2.00096e-08,0.8642
2.00329e-08,0.9128
2.00562e-08,0.9652
2.00794e-08,1.0194
2.01027e-08,1.0730
2.01260e-08,1.1225
2.01492e-08,1.1424
2.01725e-08,1.1238
2.01958e-08,1.0085
2.02190e-08,0.8644
2.02423e-08,0.7563
2.02656e-08,0.6700
2.02888e-08,0.6017
2.03121e-08,0.5548
2.03354e-08,0.5324
2.03586e-08,0.5259
2.03819e-08,0.5235
2.04052e-08,0.5214
2.04284e-08,0.5253
2.04517e-08,0.5351
2.04750e-08,0.5445
2.04982e-08,0.5473
2.05215e-08,0.5438
2.05448e-08,0.5379
2.05680e-08,0.5331
2.05913e-08,0.5267
2.06146e-08,0.5166
2.06378e-08,0.5057
2.06611e-08,0.4956
2.06844e-08,0.4848
2.07076e-08,0.4689
2.07309e-08,0.4443
2.07542e-08,0.4103
2.07774e-08,0.3688
2.08007e-08,0.3219
2.08240e-08,0.2722
2.08472e-08,0.2226
2.08705e-08,0.1745
2.08938e-08,0.1281
2.09170e-08,0.0833
2.09403e-08,0.0424
2.09636e-08,0.0080
2.09868e-08,-0.0192
2.10101e-08,-0.0409
2.10334e-08,-0.0580
2.10566e-08,-0.0690
2.10799e-08,-0.0725
2.11032e-08,-0.0704
2.11264e-08,-0.0675
2.11497e-08,-0.0669
2.11730e-08,-0.0680
2.11962e-08,-0.0689
2.12195e-08,-0.0694
2.12428e-08,-0.0704
2.12660e-08,-0.0714
2.12893e-08,-0.0694
2.13126e-08,-0.0625
2.13358e-08,-0.0523
2.13591e-08,-0.0420
2.13824e-08,-0.0328
2.14056e-08,-0.0231
2.14289e-08,-0.0111
2.14522e-08,0.0024
2.14754e-08,0.0149
2.14987e-08,0.0251
2.15220e-08,0.0336
2.15452e-08,0.0408
2.15685e-08,0.0458
2.15918e-08,0.0466
2.16150e-08,0.0432
2.16383e-08,0.0371
2.16616e-08,0.0305
2.16848e-08,0.0249
2.17081e-08,0.0208
2.17314e-08,0.0183
2.17546e-08,0.0172
2.17779e-08,0.0171
2.18012e-08,0.0171
2.18244e-08,0.0224
2.18477e-08,0.0529
2.18710e-08,0.1568
2.18942e-08,0.3165
2.19175e-08,0.4446
2.19408e-08,0.5364
2.19640e-08,0.6124
2.19873e-08,0.6561
2.20106e-08,0.6713
2.20338e-08,0.6673
2.20571e-08,0.6578
2.20804e-08,0.6511
2.21037e-08,0.6451
2.21269e-08,0.6381
2.21502e-08,0.6326
2.21735e-08,0.6338
2.21967e-08,0.6413
2.22200e-08,0.6506
2.22433e-08,0.6566
2.22665e-08,0.6587
2.22898e-08,0.6591
2.23131e-08,0.6583
2.23363e-08,0.6565
2.23596e-08,0.6545
2.23829e-08,0.6561
2.24061e-08,0.6664
2.24294e-08,0.6889
2.24527e-08,0.7243
2.24759e-08,0.7710
2.24992e-08,0.8265
2.25225e-08,0.8872
2.25457e-08,0.9498
2.25690e-08,1.0119
2.25923e-08,1.0711
2.26155e-08,1.1244
2.26388e-08,1.1684
2.26621e-08,1.2014
2.26853e-08,1.2245
2.27086e-08,1.2396
2.27319e-08,1.2471
2.27551e-08,1.2470
2.27784e-08,1.2416
2.28017e-08,1.2353
2.28249e-08,1.2320
2.28482e-08,1.2326
2.28715e-08,1.2355
2.28947e-08,1.2399
2.29180e-08,1.2462
2.29413e-08,1.2536
2.29645e-08,1.2593
2.29878e-08,1.2599
2.30111e-08,1.2550
2.30343e-08,1.2464
2.30576e-08,1.2361
2.30809e-08,1.2236
2.31041e-08,1.2080
2.31274e-08,1.1901
2.31507e-08,1.1728
2.31739e-08,1.1586
2.31972e-08,1.1482
2.32205e-08,1.1413
2.32437e-08,1.1384
2.32670e-08,1.1405
2.32903e-08,1.1478
2.33135e-08,1.1587
2.33368e-08,1.1705
2.33601e-08,1.1813
2.33833e-08,1.1899
2.34066e-08,1.1957
2.34299e-08,1.1984
2.34531e-08,1.1982
2.34764e-08,1.1960
2.34997e-08,1.1927
2.35229e-08,1.1894
2.35462e-08,1.1867
2.35695e-08,1.1852
2.35927e-08,1.1850
2.36160e-08,1.1864
2.36393e-08,1.1896
2.36625e-08,1.1949
2.36858e-08,1.2018
2.37091e-08,1.2097
2.37323e-08,1.2170
2.37556e-08,1.2227
