.HEADER
..NAMES
Time,V U1.E1&E2
.DATA
2.36160e-08,1.1876
2.36393e-08,1.2317
2.36625e-08,1.2570
2.36858e-08,1.2518
2.37091e-08,1.2275
2.37323e-08,1.2060
2.37556e-08,1.1961
2.37789e-08,1.1959
2.38021e-08,1.1964
2.38254e-08,1.1920
2.38487e-08,1.1867
2.38719e-08,1.1873
2.38952e-08,1.1735
2.39185e-08,1.1267
2.39417e-08,0.9955
2.39650e-08,0.8247
2.39883e-08,0.7047
2.40115e-08,0.6255
2.40348e-08,0.5696
2.40581e-08,0.5300
2.40813e-08,0.5107
2.41046e-08,0.5157
2.41279e-08,0.5333
2.41511e-08,0.5457
2.41744e-08,0.5476
2.41977e-08,0.5409
2.42209e-08,0.5342
2.42442e-08,0.5324
2.42675e-08,0.5316
2.42907e-08,0.5262
2.43140e-08,0.5228
2.43373e-08,0.5513
2.43605e-08,0.6851
2.43838e-08,0.8848
2.44071e-08,1.0325
2.44303e-08,1.1301
2.44536e-08,1.1972
2.44769e-08,1.2396
2.45002e-08,1.2585
2.45234e-08,1.2478
2.45467e-08,1.2226
2.45700e-08,1.2030
2.45932e-08,1.1954
2.46165e-08,1.1962
2.46398e-08,1.1959
2.46630e-08,1.1907
2.46863e-08,1.1864
2.47096e-08,1.1879
2.47328e-08,1.1660
2.47561e-08,1.1083
2.47794e-08,0.9578
2.48026e-08,0.7980
2.48259e-08,0.6875
