.HEADER
..NAMES
Time,V U1.W1
4.4905e-09,1.1938
4.5138e-09,1.1926
4.5371e-09,1.1927
4.5603e-09,1.1942
4.5836e-09,1.1969
4.6069e-09,1.2006
4.6301e-09,1.2045
4.6534e-09,1.2076
4.6767e-09,1.2093
4.6999e-09,1.2092
4.7232e-09,1.2070
4.7465e-09,1.2033
4.7697e-09,1.1989
4.7930e-09,1.1947
4.8163e-09,1.1916
4.8395e-09,1.1901
4.8628e-09,1.1904
4.8861e-09,1.1924
4.9093e-09,1.1957
4.9326e-09,1.1965
4.9559e-09,1.1647
4.9791e-09,1.0969
5.0024e-09,0.9338
5.0257e-09,0.7865
5.0489e-09,0.6819
5.0722e-09,0.6094
5.0955e-09,0.5646
5.1187e-09,0.5401
5.1420e-09,0.5246
5.1653e-09,0.5160
5.1885e-09,0.5107
5.2118e-09,0.5074
5.2351e-09,0.5064
5.2583e-09,0.5096
5.2816e-09,0.5154
5.3049e-09,0.5209
5.3281e-09,0.5252
5.3514e-09,0.5272
5.3747e-09,0.5267
5.3979e-09,0.5232
5.4212e-09,0.5184
5.4445e-09,0.5151
5.4677e-09,0.5116
5.4910e-09,0.5015
5.5143e-09,0.4781
5.5375e-09,0.4411
5.5608e-09,0.3914
5.5841e-09,0.3302
5.6073e-09,0.2627
5.6306e-09,0.1947
5.6539e-09,0.1313
5.6771e-09,0.0772
5.7004e-09,0.0360
5.7237e-09,0.0069
5.7469e-09,-0.0136
5.7702e-09,-0.0281
5.7935e-09,-0.0386
5.8168e-09,-0.0477
5.8400e-09,-0.0559
5.8633e-09,-0.0618
5.8866e-09,-0.0645
5.9098e-09,-0.0649
5.9331e-09,-0.0648
5.9564e-09,-0.0661
5.9796e-09,-0.0686
6.0029e-09,-0.0708
6.0262e-09,-0.0716
6.0494e-09,-0.0697
6.0727e-09,-0.0632
6.0960e-09,-0.0514
6.1192e-09,-0.0340
6.1425e-09,-0.0121
6.1658e-09,0.0113
6.1890e-09,0.0318
6.2123e-09,0.0466
6.2356e-09,0.0546
6.2588e-09,0.0559
6.2821e-09,0.0520
6.3054e-09,0.0456
6.3286e-09,0.0392
6.3519e-09,0.0337
6.3752e-09,0.0292
6.3984e-09,0.0255
6.4217e-09,0.0225
6.4450e-09,0.0202
6.4682e-09,0.0187
6.4915e-09,0.0177
6.5148e-09,0.0172
6.5380e-09,0.0176
6.5613e-09,0.0189
6.5846e-09,0.0204
6.6078e-09,0.0205
6.6311e-09,0.0310
6.6544e-09,0.0753
6.6776e-09,0.1948
6.7009e-09,0.3336
6.7242e-09,0.4341
6.7474e-09,0.5103
6.7707e-09,0.5649
6.7940e-09,0.5947
6.8172e-09,0.6149
6.8405e-09,0.6294
6.8638e-09,0.6404
6.8870e-09,0.6490
6.9103e-09,0.6553
6.9336e-09,0.6570
6.9568e-09,0.6544
6.9801e-09,0.6510
7.0034e-09,0.6482
7.0266e-09,0.6469
7.0499e-09,0.6472
7.0732e-09,0.6488
7.0964e-09,0.6503
7.1197e-09,0.6501
7.1430e-09,0.6500
7.1662e-09,0.6549
7.1895e-09,0.6727
7.2128e-09,0.7056
7.2360e-09,0.7533
7.2593e-09,0.8146
7.2826e-09,0.8844
7.3058e-09,0.9555
7.3291e-09,1.0227
7.3524e-09,1.0807
7.3756e-09,1.1254
7.3989e-09,1.1571
7.4222e-09,1.1793
7.4454e-09,1.1953
7.4687e-09,1.2071
7.4920e-09,1.2169
7.5152e-09,1.2257
7.5385e-09,1.2323
7.5618e-09,1.2359
7.5850e-09,1.2369
7.6083e-09,1.2375
7.6316e-09,1.2396
7.6548e-09,1.2436
7.6781e-09,1.2481
7.7014e-09,1.2515
7.7246e-09,1.2522
7.7479e-09,1.2482
7.7712e-09,1.2382
7.7944e-09,1.2223
7.8177e-09,1.2014
7.8410e-09,1.1786
7.8642e-09,1.1341
7.8875e-09,1.0640
7.9108e-09,0.9145
7.9340e-09,0.7549
7.9573e-09,0.6397
7.9806e-09,0.5667
8.0038e-09,0.5235
8.0271e-09,0.5035
8.0504e-09,0.4964
8.0736e-09,0.4952
8.0969e-09,0.4967
8.1202e-09,0.4986
8.1435e-09,0.5000
8.1667e-09,0.5029
8.1900e-09,0.5070
8.2133e-09,0.5096
8.2365e-09,0.5101
8.2598e-09,0.5082
8.2831e-09,0.5061
8.3063e-09,0.5050
8.3296e-09,0.5070
8.3529e-09,0.5138
8.3761e-09,0.5233
8.3994e-09,0.5278
8.4227e-09,0.5170
8.4459e-09,0.4871
8.4692e-09,0.4391
8.4925e-09,0.3746
8.5157e-09,0.2996
8.5390e-09,0.2221
8.5623e-09,0.1488
8.5855e-09,0.0854
8.6088e-09,0.0367
8.6321e-09,0.0030
8.6553e-09,-0.0196
8.6786e-09,-0.0347
8.7019e-09,-0.0416
8.7251e-09,-0.0237
8.7484e-09,0.0430
8.7717e-09,0.1807
8.7949e-09,0.3092
8.8182e-09,0.4049
8.8415e-09,0.4794
8.8647e-09,0.5248
8.8880e-09,0.5441
8.9113e-09,0.5497
8.9345e-09,0.5486
8.9578e-09,0.5483
8.9811e-09,0.5529
9.0043e-09,0.5652
9.0276e-09,0.5840
9.0509e-09,0.6103
9.0741e-09,0.6413
9.0974e-09,0.6694
9.1207e-09,0.6664
9.1439e-09,0.6164
9.1672e-09,0.4675
9.1905e-09,0.3174
9.2137e-09,0.2004
9.2370e-09,0.1054
9.2603e-09,0.0551
9.2835e-09,0.0474
9.3068e-09,0.0631
9.3301e-09,0.1018
9.3533e-09,0.1556
9.3766e-09,0.2170
9.3999e-09,0.2817
9.4231e-09,0.3473
9.4464e-09,0.4079
9.4697e-09,0.4580
9.4929e-09,0.4963
9.5162e-09,0.5224
9.5395e-09,0.5357
9.5627e-09,0.5367
9.5860e-09,0.5306
9.6093e-09,0.5231
9.6325e-09,0.5149
9.6558e-09,0.5015
9.6791e-09,0.4794
9.7023e-09,0.4491
9.7256e-09,0.4102
9.7489e-09,0.3615
9.7721e-09,0.3054
9.7954e-09,0.2455
9.8187e-09,0.1843
9.8419e-09,0.1259
9.8652e-09,0.0740
9.8885e-09,0.0288
9.9117e-09,-0.0109
9.9350e-09,-0.0443
9.9583e-09,-0.0709
9.9815e-09,-0.0920
1.00048e-08,-0.1078
1.00281e-08,-0.1163
1.00513e-08,-0.1167
1.00746e-08,-0.1109
1.00979e-08,-0.1021
1.01211e-08,-0.0928
1.01444e-08,-0.0845
1.01677e-08,-0.0772
1.01909e-08,-0.0713
1.02142e-08,-0.0661
1.02375e-08,-0.0601
1.02607e-08,-0.0520
1.02840e-08,-0.0404
1.03073e-08,-0.0250
1.03305e-08,-0.0074
1.03538e-08,0.0099
1.03771e-08,0.0252
1.04003e-08,0.0378
1.04236e-08,0.0467
1.04469e-08,0.0517
1.04702e-08,0.0544
1.04934e-08,0.0560
1.05167e-08,0.0561
1.05400e-08,0.0544
1.05632e-08,0.0505
1.05865e-08,0.0448
1.06098e-08,0.0378
1.06330e-08,0.0302
1.06563e-08,0.0228
1.06796e-08,0.0163
1.07028e-08,0.0116
1.07261e-08,0.0095
1.07494e-08,0.0096
1.07726e-08,0.0103
1.07959e-08,0.0232
1.08192e-08,0.0704
1.08424e-08,0.1949
1.08657e-08,0.3391
1.08890e-08,0.4426
1.09122e-08,0.5219
1.09355e-08,0.5758
1.09588e-08,0.6026
1.09820e-08,0.6178
1.10053e-08,0.6265
1.10286e-08,0.6321
1.10518e-08,0.6366
1.10751e-08,0.6408
1.10984e-08,0.6425
1.11216e-08,0.6417
1.11449e-08,0.6414
1.11682e-08,0.6427
1.11914e-08,0.6455
1.12147e-08,0.6496
1.12380e-08,0.6543
1.12612e-08,0.6581
1.12845e-08,0.6591
1.13078e-08,0.6585
1.13310e-08,0.6615
1.13543e-08,0.6761
1.13776e-08,0.7054
1.14008e-08,0.7496
1.14241e-08,0.8084
1.14474e-08,0.8770
1.14706e-08,0.9486
1.14939e-08,1.0178
1.15172e-08,1.0788
1.15404e-08,1.1269
1.15637e-08,1.1616
1.15870e-08,1.1858
1.16102e-08,1.1831
1.16335e-08,1.1440
1.16568e-08,1.0222
1.16800e-08,0.8687
1.17033e-08,0.7440
1.17266e-08,0.6638
1.17498e-08,0.6083
1.17731e-08,0.5773
1.17964e-08,0.5634
1.18196e-08,0.5588
1.18429e-08,0.5601
1.18662e-08,0.5626
1.18894e-08,0.5633
1.19127e-08,0.5620
1.19360e-08,0.5571
1.19592e-08,0.5458
1.19825e-08,0.5276
1.20058e-08,0.5045
1.20290e-08,0.4840
1.20523e-08,0.4976
1.20756e-08,0.6224
1.20988e-08,0.8127
1.21221e-08,0.9666
1.21454e-08,1.0701
1.21686e-08,1.1209
1.21919e-08,1.1262
1.22152e-08,1.0986
1.22384e-08,1.0478
1.22617e-08,0.9822
1.22850e-08,0.9113
1.23082e-08,0.8412
1.23315e-08,0.7747
1.23548e-08,0.7155
1.23780e-08,0.6676
1.24013e-08,0.6305
1.24246e-08,0.6027
1.24478e-08,0.5843
1.24711e-08,0.5759
1.24944e-08,0.5758
1.25176e-08,0.5809
1.25409e-08,0.5879
1.25642e-08,0.6001
1.25874e-08,0.6231
1.26107e-08,0.6570
1.26340e-08,0.7006
1.26572e-08,0.7561
1.26805e-08,0.8225
1.27038e-08,0.8948
1.27270e-08,0.9704
1.27503e-08,1.0454
1.27736e-08,1.1136
1.27968e-08,1.1724
1.28201e-08,1.2217
1.28434e-08,1.2604
1.28667e-08,1.2871
1.28899e-08,1.3037
1.29132e-08,1.3128
1.29365e-08,1.3150
1.29597e-08,1.3102
1.29830e-08,1.3003
1.30063e-08,1.2880
1.30295e-08,1.2764
1.30528e-08,1.2672
1.30761e-08,1.2595
1.30993e-08,1.2530
1.31226e-08,1.2474
1.31459e-08,1.2413
1.31691e-08,1.2332
1.31924e-08,1.2223
1.32157e-08,1.2076
1.32389e-08,1.1897
1.32622e-08,1.1696
1.32855e-08,1.1179
1.33087e-08,1.0341
1.33320e-08,0.8586
1.33553e-08,0.6998
1.33785e-08,0.5902
1.34018e-08,0.5184
1.34251e-08,0.4794
1.34483e-08,0.4670
1.34716e-08,0.4666
1.34949e-08,0.4741
1.35181e-08,0.4840
1.35414e-08,0.4933
1.35647e-08,0.5013
1.35879e-08,0.5100
1.36112e-08,0.5179
1.36345e-08,0.5225
1.36577e-08,0.5238
1.36810e-08,0.5221
1.37043e-08,0.5196
1.37275e-08,0.5170
1.37508e-08,0.5163
1.37741e-08,0.5196
1.37973e-08,0.5245
1.38206e-08,0.5231
1.38439e-08,0.5067
1.38671e-08,0.4735
1.38904e-08,0.4241
1.39137e-08,0.3600
1.39369e-08,0.2869
1.39602e-08,0.2116
1.39835e-08,0.1398
1.40067e-08,0.0776
1.40300e-08,0.0295
1.40533e-08,-0.0047
1.40765e-08,-0.0285
1.40998e-08,-0.0446
1.41231e-08,-0.0550
1.41463e-08,-0.0618
1.41696e-08,-0.0661
1.41929e-08,-0.0675
1.42161e-08,-0.0657
1.42394e-08,-0.0626
1.42627e-08,-0.0608
1.42859e-08,-0.0625
1.43092e-08,-0.0673
1.43325e-08,-0.0733
1.43557e-08,-0.0781
1.43790e-08,-0.0797
1.44023e-08,-0.0754
1.44255e-08,-0.0640
1.44488e-08,-0.0453
1.44721e-08,-0.0204
1.44953e-08,0.0070
1.45186e-08,0.0317
1.45419e-08,0.0608
1.45651e-08,0.1204
1.45884e-08,0.2584
1.46117e-08,0.4171
1.46349e-08,0.5253
1.46582e-08,0.6060
1.46815e-08,0.6528
1.47047e-08,0.6747
1.47280e-08,0.6802
1.47513e-08,0.6790
1.47745e-08,0.6753
1.47978e-08,0.6726
1.48211e-08,0.6716
1.48443e-08,0.6703
1.48676e-08,0.6686
1.48909e-08,0.6689
1.49141e-08,0.6706
1.49374e-08,0.6605
1.49607e-08,0.6295
1.49839e-08,0.5176
1.50072e-08,0.3547
1.50305e-08,0.2065
1.50537e-08,0.0868
1.50770e-08,0.0080
1.51003e-08,-0.0171
1.51236e-08,-0.0035
1.51468e-08,0.0394
1.51701e-08,0.1039
1.51934e-08,0.1797
1.52166e-08,0.2569
1.52399e-08,0.3318
1.52632e-08,0.3995
1.52864e-08,0.4536
1.53097e-08,0.4927
1.53330e-08,0.5195
1.53562e-08,0.5360
1.53795e-08,0.5666
1.54028e-08,0.6854
1.54260e-08,0.8954
1.54493e-08,1.0501
1.54726e-08,1.1558
1.54958e-08,1.2032
1.55191e-08,1.2070
1.55424e-08,1.1832
1.55656e-08,1.1390
1.55889e-08,1.0788
1.56122e-08,1.0108
1.56354e-08,0.9395
1.56587e-08,0.8650
1.56820e-08,0.7906
1.57052e-08,0.7210
1.57285e-08,0.6587
1.57518e-08,0.6047
1.57750e-08,0.5466
1.57983e-08,0.4856
1.58216e-08,0.3483
1.58448e-08,0.1849
1.58681e-08,0.0679
1.58914e-08,-0.0324
1.59146e-08,-0.0785
1.59379e-08,-0.0717
1.59612e-08,-0.0370
1.59844e-08,0.0259
1.60077e-08,0.1043
1.60310e-08,0.1874
1.60542e-08,0.2696
1.60775e-08,0.3487
1.61008e-08,0.4195
1.61240e-08,0.4778
1.61473e-08,0.5254
1.61706e-08,0.5630
1.61938e-08,0.5932
1.62171e-08,0.6466
1.62404e-08,0.8169
1.62636e-08,1.0269
1.62869e-08,1.1802
1.63102e-08,1.2708
1.63334e-08,1.2998
1.63567e-08,1.2873
1.63800e-08,1.2433
1.64032e-08,1.1773
1.64265e-08,1.0967
1.64498e-08,1.0112
1.64730e-08,0.9257
1.64963e-08,0.8407
1.65196e-08,0.7609
1.65428e-08,0.6904
1.65661e-08,0.6299
1.65894e-08,0.5807
1.66126e-08,0.5444
1.66359e-08,0.5205
1.66592e-08,0.5066
1.66824e-08,0.4998
1.67057e-08,0.4966
1.67290e-08,0.5010
1.67522e-08,0.5213
1.67755e-08,0.5596
1.67988e-08,0.6146
1.68220e-08,0.6874
1.68453e-08,0.7734
1.68686e-08,0.8644
1.68918e-08,0.9559
1.69151e-08,1.0429
1.69384e-08,1.1182
1.69616e-08,1.1794
1.69849e-08,1.2287
1.70082e-08,1.2668
1.70314e-08,1.2945
1.70547e-08,1.3146
1.70780e-08,1.3285
1.71012e-08,1.3352
1.71245e-08,1.3338
1.71478e-08,1.3256
1.71710e-08,1.3132
1.71943e-08,1.3005
1.72176e-08,1.2898
1.72408e-08,1.2804
1.72641e-08,1.2717
1.72874e-08,1.2630
1.73106e-08,1.2527
1.73339e-08,1.2391
1.73572e-08,1.2219
1.73804e-08,1.2003
1.74037e-08,1.1755
1.74270e-08,1.1516
1.74502e-08,1.1318
1.74735e-08,1.1178
1.74968e-08,1.1107
1.75201e-08,1.1103
1.75433e-08,1.1146
1.75666e-08,1.1209
1.75899e-08,1.1284
1.76131e-08,1.1368
1.76364e-08,1.1461
1.76597e-08,1.1563
1.76829e-08,1.1667
1.77062e-08,1.1764
1.77295e-08,1.1849
1.77527e-08,1.1920
1.77760e-08,1.1971
1.77993e-08,1.1998
1.78225e-08,1.2002
1.78458e-08,1.1996
1.78691e-08,1.2000
1.78923e-08,1.2030
1.79156e-08,1.2088
1.79389e-08,1.2166
1.79621e-08,1.2249
1.79854e-08,1.2318
1.80087e-08,1.2356
1.80319e-08,1.2358
1.80552e-08,1.2330
1.80785e-08,1.2280
1.81017e-08,1.2219
1.81250e-08,1.2155
1.81483e-08,1.2097
1.81715e-08,1.2047
1.81948e-08,1.2010
1.82181e-08,1.1984
1.82413e-08,1.1959
1.82646e-08,1.1936
1.82879e-08,1.1918
1.83111e-08,1.1913
1.83344e-08,1.1924
1.83577e-08,1.1949
1.83809e-08,1.1979
1.84042e-08,1.2003
1.84275e-08,1.2012
1.84507e-08,1.2004
1.84740e-08,1.1979
1.84973e-08,1.1945
1.85205e-08,1.1913
1.85438e-08,1.1891
1.85671e-08,1.1885
1.85903e-08,1.1898
1.86136e-08,1.1927
1.86369e-08,1.1966
1.86601e-08,1.2007
1.86834e-08,1.2038
1.87067e-08,1.2057
1.87299e-08,1.2064
1.87532e-08,1.2067
1.87765e-08,1.2068
1.87997e-08,1.2069
1.88230e-08,1.2068
1.88463e-08,1.2062
1.88695e-08,1.2051
1.88928e-08,1.2034
1.89161e-08,1.2015
1.89393e-08,1.1998
1.89626e-08,1.1987
1.89859e-08,1.1985
1.90091e-08,1.1994
1.90324e-08,1.2012
1.90557e-08,1.2034
1.90789e-08,1.2054
1.91022e-08,1.2065
1.91255e-08,1.2062
1.91487e-08,1.2047
1.91720e-08,1.2025
1.91953e-08,1.2003
1.92185e-08,1.1986
1.92418e-08,1.1976
1.92651e-08,1.1974
1.92883e-08,1.1976
1.93116e-08,1.1981
1.93349e-08,1.1988
1.93581e-08,1.1994
1.93814e-08,1.1999
1.94047e-08,1.2004
1.94279e-08,1.2010
1.94512e-08,1.2018
1.94745e-08,1.2027
1.94977e-08,1.2035
1.95210e-08,1.2038
1.95443e-08,1.2034
1.95675e-08,1.2024
1.95908e-08,1.2009
1.96141e-08,1.1994
1.96373e-08,1.1986
1.96606e-08,1.1984
1.96839e-08,1.1990
1.97071e-08,1.2002
1.97304e-08,1.2015
1.97537e-08,1.2026
1.97769e-08,1.2034
1.98002e-08,1.2037
1.98235e-08,1.2034
1.98468e-08,1.2028
1.98700e-08,1.2021
1.98933e-08,1.2016
1.99166e-08,1.2012
1.99398e-08,1.2011
1.99631e-08,1.2009
1.99864e-08,1.2006
2.00096e-08,1.2002
2.00329e-08,1.1998
2.00562e-08,1.1996
2.00794e-08,1.1998
2.01027e-08,1.2004
2.01260e-08,1.2011
2.01492e-08,1.2020
2.01725e-08,1.2026
2.01958e-08,1.2029
2.02190e-08,1.2028
2.02423e-08,1.2022
2.02656e-08,1.2014
2.02888e-08,1.2005
2.03121e-08,1.1999
2.03354e-08,1.1996
2.03586e-08,1.1768
2.03819e-08,1.1222
2.04052e-08,0.9885
2.04284e-08,0.8295
2.04517e-08,0.7018
2.04750e-08,0.6221
2.04982e-08,0.5694
2.05215e-08,0.5405
2.05448e-08,0.5264
2.05680e-08,0.5190
2.05913e-08,0.5154
2.06146e-08,0.5134
2.06378e-08,0.5118
2.06611e-08,0.5126
2.06844e-08,0.5156
2.07076e-08,0.5186
2.07309e-08,0.5207
2.07542e-08,0.5210
2.07774e-08,0.5236
2.08007e-08,0.5595
2.08240e-08,0.7092
2.08472e-08,0.9044
2.08705e-08,1.0455
2.08938e-08,1.1392
2.09170e-08,1.1742
2.09403e-08,1.1640
2.09636e-08,1.1248
2.09868e-08,1.0642
2.10101e-08,0.9911
2.10334e-08,0.9148
2.10566e-08,0.8414
2.10799e-08,0.7733
2.11032e-08,0.7143
2.11264e-08,0.6687
2.11497e-08,0.6355
2.11730e-08,0.6123
2.11962e-08,0.5976
2.12195e-08,0.5897
2.12428e-08,0.5856
2.12660e-08,0.5821
2.12893e-08,0.5781
2.13126e-08,0.5799
2.13358e-08,0.5958
2.13591e-08,0.6274
2.13824e-08,0.6739
2.14056e-08,0.7367
2.14289e-08,0.8124
2.14522e-08,0.8942
2.14754e-08,0.9778
2.14987e-08,1.0582
2.15220e-08,1.1288
2.15452e-08,1.1875
2.15685e-08,1.2355
2.15918e-08,1.2714
2.16150e-08,1.2613
2.16383e-08,1.2122
2.16616e-08,1.0638
2.16848e-08,0.9137
2.17081e-08,0.7957
2.17314e-08,0.7141
2.17546e-08,0.6558
2.17779e-08,0.6197
2.18012e-08,0.5986
2.18244e-08,0.5866
2.18477e-08,0.5793
2.18710e-08,0.5739
2.18942e-08,0.5671
2.19175e-08,0.5587
2.19408e-08,0.5470
2.19640e-08,0.5292
2.19873e-08,0.5068
2.20106e-08,0.4829
2.20338e-08,0.4614
2.20571e-08,0.4429
2.20804e-08,0.4301
2.21037e-08,0.4254
2.21269e-08,0.4260
2.21502e-08,0.4240
2.21735e-08,0.4117
2.21967e-08,0.3879
2.22200e-08,0.3530
2.22433e-08,0.3073
2.22665e-08,0.2536
2.22898e-08,0.1962
2.23131e-08,0.1396
2.23363e-08,0.0884
2.23596e-08,0.0459
2.23829e-08,0.0126
2.24061e-08,-0.0132
2.24294e-08,-0.0323
2.24527e-08,-0.0366
2.24759e-08,-0.0126
2.24992e-08,0.0860
2.25225e-08,0.2385
2.25457e-08,0.3549
2.25690e-08,0.4589
2.25923e-08,0.5316
2.26155e-08,0.5697
2.26388e-08,0.5885
2.26621e-08,0.5921
2.26853e-08,0.5892
2.27086e-08,0.5857
2.27319e-08,0.5857
2.27551e-08,0.5900
2.27784e-08,0.5991
2.28017e-08,0.6148
2.28249e-08,0.6349
2.28482e-08,0.6470
2.28715e-08,0.6366
2.28947e-08,0.5568
2.29180e-08,0.4117
2.29413e-08,0.2749
2.29645e-08,0.1666
2.29878e-08,0.0926
2.30111e-08,0.0541
2.30343e-08,0.0527
2.30576e-08,0.0746
2.30809e-08,0.1150
2.31041e-08,0.1694
2.31274e-08,0.2301
2.31507e-08,0.2947
2.31739e-08,0.3594
2.31972e-08,0.4179
2.32205e-08,0.4656
2.32437e-08,0.5023
2.32670e-08,0.5273
2.32903e-08,0.5400
2.33135e-08,0.5424
2.33368e-08,0.5397
2.33601e-08,0.5359
2.33833e-08,0.5290
2.34066e-08,0.5132
2.34299e-08,0.4863
2.34531e-08,0.4499
2.34764e-08,0.4036
2.34997e-08,0.3478
2.35229e-08,0.2868
2.35462e-08,0.2243
2.35695e-08,0.1631
2.35927e-08,0.1074
2.36160e-08,0.0593
2.36393e-08,0.0175
2.36625e-08,-0.0194
2.36858e-08,-0.0502
2.37091e-08,-0.0750
2.37323e-08,-0.0951
2.37556e-08,-0.1096
2.37789e-08,-0.1164
2.38021e-08,-0.1155
2.38254e-08,-0.1097
2.38487e-08,-0.1021
2.38719e-08,-0.0948
2.38952e-08,-0.0882
2.39185e-08,-0.0822
2.39417e-08,-0.0765
2.39650e-08,-0.0703
2.39883e-08,-0.0619
2.40115e-08,-0.0503
2.40348e-08,-0.0350
2.40581e-08,-0.0167
2.40813e-08,0.0021
2.41046e-08,0.0187
2.41279e-08,0.0323
2.41511e-08,0.0424
2.41744e-08,0.0485
2.41977e-08,0.0515
2.42209e-08,0.0531
2.42442e-08,0.0541
2.42675e-08,0.0539
2.42907e-08,0.0518
2.43140e-08,0.0478
2.43373e-08,0.0421
2.43605e-08,0.0354
2.43838e-08,0.0285
2.44071e-08,0.0219
2.44303e-08,0.0165
2.44536e-08,0.0132
2.44769e-08,0.0121
2.45002e-08,0.0122
2.45234e-08,0.0132
2.45467e-08,0.0315
2.45700e-08,0.0902
2.45932e-08,0.2427
2.46165e-08,0.3670
2.46398e-08,0.4680
2.46630e-08,0.5391
2.46863e-08,0.5810
2.47096e-08,0.6082
2.47328e-08,0.6217
2.47561e-08,0.6294
2.47794e-08,0.6352
2.48026e-08,0.6393
2.48259e-08,0.6427
